From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1114,1131,Associate/Friendship,Associate,G139,NONE
1114,1131,Co-Offenders,cocaine &  marihuana,G139,NONE
1114,2143,Associate/Friendship,Associate,G139,NONE
1114,2154,Associate/Friendship,Associate,G139,NONE
1114,2158,Associate/Friendship,Associate,G139,NONE
1114,2158,Co-Offenders,cocaine &  marihuana,G139,NONE
1077,1114,Associate/Friendship,close associate,G139,"G136, G139"
1077,1114,Co-Offenders,btb marihuana/ cocaine smuggling,G139,"G136, G139"
356,1114,Co-Offenders,Same Cell,G139,G139
357,1114,Co-Offenders,Same Cell,G139,G139
607,1114,Co-Offenders,btb marihuana/ cocaine smuggling,G139,G139
1114,1527,Co-Offenders,Same Cell,G139,G139
1114,1943,Co-Offenders,Same Cell,G139,G139
607,1114,Kinship,son-in-law,G139,G139
1114,1527,Kinship,Uncle/Nephew,G139,G139
1114,1877,Negative/Enemies,charged with kidnapping ,G139,G93
1126,1548,Negative/Enemies,extorted re missing drug shipment(s),NONE,G50
91,1129,Associate/Friendship,Associate,G148,NONE
91,1129,Co-Offenders,Heroin,G148,NONE
333,1129,Associate/Friendship,Associate,G148,NONE
333,1129,Co-Offenders,bt sell cocaine,G148,NONE
379,1129,Associate/Friendship,Associate,G148,NONE
1129,1130,Associate/Friendship,close associate,G148,NONE
1129,1130,Co-Offenders,drug trafficking,G148,NONE
1129,1130,Kinship,brothers,G148,NONE
329,1129,Associate/Friendship,Associate,G148,G138
329,1129,Co-Offenders,former association in drug importation,G148,G138
619,1129,Co-Offenders,cocaine and heroin trafficking,G148,G148
620,1129,Co-Offenders,Same Cell,G148,G148
621,1129,Co-Offenders,cocaine & heroin trafficking,G148,G148
872,1129,Co-Offenders,Same Cell,G148,G148
1129,1480,Co-Offenders,Same Cell,G148,G148
1129,1741,Co-Offenders,Same Cell,G148,G148
1129,2146,Associate/Friendship,Associate,G148,G155
1129,2146,Co-Offenders,former association in drug importation,G148,G155
1149,2127,Associate/Friendship,associate,G89,NONE
897,1149,Co-Offenders,operated crack shacks,G89,G89
1149,1286,Co-Offenders,operated crack shacks,G89,G89
897,1149,Formal Criminal Organization,,G89,G89
1149,1286,Formal Criminal Organization,,G89,G89
1152,1626,Co-Offenders,Cocaine,G184,NONE
1152,1774,Associate/Friendship,Associates,G184,NONE
1152,1774,Co-Offenders,Procceeds of Crime,G184,NONE
14,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,"G155, G184"
14,1152,Formal Criminal Organization,,G184,"G155, G184"
1152,1492,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G179
1152,1492,Formal Criminal Organization,,G184,G179
124,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
148,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
196,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
197,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
200,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
202,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
203,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
208,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
229,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
245,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
274,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
381,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
444,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
603,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
618,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
647,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
652,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
675,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
678,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
681,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
782,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
794,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
829,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
852,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
907,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
921,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1058,1152,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1155,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1232,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1268,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1272,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1352,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1379,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1418,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1483,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1486,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1503,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1508,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1509,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1536,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1545,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1559,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1562,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1563,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1578,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1684,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1687,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1696,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1709,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1795,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1823,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1824,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1862,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1878,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1915,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1921,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1971,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,1984,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2038,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2039,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2040,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2046,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2097,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2116,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1152,2126,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
485,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
486,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
487,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
488,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
489,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
989,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1104,1152,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
124,1152,Formal Criminal Organization,,G184,G184
148,1152,Formal Criminal Organization,,G184,G184
196,1152,Formal Criminal Organization,,G184,G184
197,1152,Formal Criminal Organization,,G184,G184
200,1152,Formal Criminal Organization,,G184,G184
202,1152,Formal Criminal Organization,,G184,G184
203,1152,Formal Criminal Organization,,G184,G184
208,1152,Formal Criminal Organization,,G184,G184
229,1152,Formal Criminal Organization,,G184,G184
245,1152,Formal Criminal Organization,,G184,G184
274,1152,Formal Criminal Organization,,G184,G184
381,1152,Formal Criminal Organization,,G184,G184
444,1152,Formal Criminal Organization,,G184,G184
485,1152,Formal Criminal Organization,,G184,G184
486,1152,Formal Criminal Organization,,G184,G184
487,1152,Formal Criminal Organization,,G184,G184
488,1152,Formal Criminal Organization,,G184,G184
489,1152,Formal Criminal Organization,,G184,G184
603,1152,Formal Criminal Organization,,G184,G184
618,1152,Formal Criminal Organization,,G184,G184
647,1152,Formal Criminal Organization,,G184,G184
652,1152,Formal Criminal Organization,,G184,G184
675,1152,Formal Criminal Organization,,G184,G184
678,1152,Formal Criminal Organization,,G184,G184
681,1152,Formal Criminal Organization,,G184,G184
782,1152,Formal Criminal Organization,,G184,G184
794,1152,Formal Criminal Organization,,G184,G184
829,1152,Formal Criminal Organization,,G184,G184
852,1152,Formal Criminal Organization,,G184,G184
907,1152,Formal Criminal Organization,,G184,G184
921,1152,Formal Criminal Organization,,G184,G184
989,1152,Formal Criminal Organization,,G184,G184
1058,1152,Formal Criminal Organization,,G184,G184
1104,1152,Formal Criminal Organization,,G184,G184
1152,1155,Formal Criminal Organization,,G184,G184
1152,1232,Formal Criminal Organization,,G184,G184
1152,1268,Formal Criminal Organization,,G184,G184
1152,1272,Formal Criminal Organization,,G184,G184
1152,1352,Formal Criminal Organization,,G184,G184
1152,1379,Formal Criminal Organization,,G184,G184
1152,1418,Formal Criminal Organization,,G184,G184
1152,1483,Formal Criminal Organization,,G184,G184
1152,1486,Formal Criminal Organization,,G184,G184
1152,1503,Formal Criminal Organization,,G184,G184
1152,1508,Formal Criminal Organization,,G184,G184
1152,1509,Formal Criminal Organization,,G184,G184
1152,1536,Formal Criminal Organization,,G184,G184
1152,1545,Formal Criminal Organization,,G184,G184
1152,1559,Formal Criminal Organization,,G184,G184
1152,1562,Formal Criminal Organization,,G184,G184
1152,1563,Formal Criminal Organization,,G184,G184
1152,1578,Formal Criminal Organization,,G184,G184
1152,1684,Formal Criminal Organization,,G184,G184
1152,1687,Formal Criminal Organization,,G184,G184
1152,1696,Formal Criminal Organization,,G184,G184
1152,1709,Formal Criminal Organization,,G184,G184
1152,1795,Formal Criminal Organization,,G184,G184
1152,1823,Formal Criminal Organization,,G184,G184
1152,1824,Formal Criminal Organization,,G184,G184
1152,1862,Formal Criminal Organization,,G184,G184
1152,1878,Formal Criminal Organization,,G184,G184
1152,1915,Formal Criminal Organization,,G184,G184
1152,1921,Formal Criminal Organization,,G184,G184
1152,1971,Formal Criminal Organization,,G184,G184
1152,1984,Formal Criminal Organization,,G184,G184
1152,2038,Formal Criminal Organization,,G184,G184
1152,2039,Formal Criminal Organization,,G184,G184
1152,2040,Formal Criminal Organization,,G184,G184
1152,2046,Formal Criminal Organization,,G184,G184
1152,2097,Formal Criminal Organization,,G184,G184
1152,2116,Formal Criminal Organization,,G184,G184
1152,2126,Formal Criminal Organization,,G184,G184
485,1152,Kinship,Relatives,G184,G184
486,1152,Kinship,Relatives,G184,G184
487,1152,Kinship,Relatives,G184,G184
488,1152,Kinship,Relatives,G184,G184
489,1152,Kinship,Relatives,G184,G184
1154,1228,Co-Offenders,Opium,G170,NONE
1158,1882,Legitimate,president/ employee,G14,NONE
493,1164,Associate/Friendship,Associate,G83,NONE
592,1164,Associate/Friendship,Associate,G83,NONE
1164,1165,Kinship,Mother/Son,G83,NONE
1164,1274,Associate/Friendship,Associate,G83,NONE
1164,1922,Co-Offenders,Same Cell,G83,NONE
1152,1164,Associate/Friendship,Associate,G83,G184
752,1164,Associate/Friendship,Associate,G83,"G23, G39, G41, G66, G89"
417,1164,Associate/Friendship,principal associate,G83,G83
177,1164,Co-Offenders,Same Cell,G83,G83
280,1164,Co-Offenders,Same Cell,G83,G83
417,1164,Co-Offenders,cocaine activities,G83,G83
418,1164,Co-Offenders,Same Cell,G83,G83
431,1164,Co-Offenders,Same Cell,G83,G83
439,1164,Co-Offenders,Same Cell,G83,G83
447,1164,Co-Offenders,Same Cell,G83,G83
841,1164,Co-Offenders,Same Cell,G83,G83
1040,1164,Co-Offenders,Same Cell,G83,G83
1164,1261,Co-Offenders,Same Cell,G83,G83
1164,1474,Co-Offenders,Same Cell,G83,G83
1164,1658,Co-Offenders,Same Cell,G83,G83
1164,1890,Co-Offenders,Same Cell,G83,G83
1164,1932,Co-Offenders,Same Cell,G83,G83
1164,2050,Co-Offenders,Same Cell,G83,G83
1025,1172,Co-Offenders,guns,NONE,G56
50,1175,Formal Criminal Organization,,G31,NONE
50,1175,Legitimate,longshoreman,G31,NONE
480,1175,Formal Criminal Organization,Ch5,G31,NONE
480,1175,Legitimate,longshoreman,G31,NONE
728,1175,Associate/Friendship,,G31,NONE
1175,1186,Associate/Friendship,,G31,NONE
451,1175,Associate/Friendship,observed together,G31,G31
1175,1730,Associate/Friendship,observed together,G31,G31
1175,1803,Associate/Friendship,,G31,G31
1175,1887,Associate/Friendship,,G31,G31
451,1175,Formal Criminal Organization,Ch5,G31,G31
1175,1730,Formal Criminal Organization,Ch5,G31,G31
1175,1803,Formal Criminal Organization,Ch5,G31,G31
1175,1887,Formal Criminal Organization,Ch5,G31,G31
1175,1730,Legitimate,,G31,G31
171,1175,Associate/Friendship,associate,G31,G50
1176,1406,Associate/Friendship,Associate,"G74, G84",NONE
1176,1844,Associate/Friendship,Associate,"G74, G84",NONE
1176,2056,Co-Offenders,bt sell cocaine,"G74, G84",NONE
1176,2056,Formal Criminal Organization,,"G74, G84",NONE
822,1176,Negative/Enemies,btb a shooting between the two,"G74, G84","G11, G19, G21"
1176,2057,Associate/Friendship,associate,"G74, G84",G3
79,1176,Co-Offenders,bt have traded a large grow operation,"G74, G84","G47, G82"
594,1176,Co-Offenders,Same Cell,"G74, G84","G47, G84"
1091,1176,Co-Offenders,Same Cell,"G74, G84","G47, G84"
1176,1404,Associate/Friendship,Associate,"G74, G84",G73
1176,1405,Associate/Friendship,Associate,"G74, G84",G73
1176,1405,Formal Criminal Organization,,"G74, G84",G73
167,1176,Co-Offenders,Same Cell,"G74, G84",G74
167,1176,Formal Criminal Organization,,"G74, G84",G74
955,1176,Associate/Friendship,Associate,"G74, G84",G76
955,1176,Formal Criminal Organization,,"G74, G84",G76
60,1176,Co-Offenders,Same Cell,"G74, G84",G84
770,1176,Co-Offenders,Same Cell,"G74, G84",G84
771,1176,Co-Offenders,Same Cell,"G74, G84",G84
826,1176,Co-Offenders,bt sell cocaine,"G74, G84",G84
971,1176,Co-Offenders,Same Cell,"G74, G84",G84
1015,1176,Co-Offenders,Same Cell,"G74, G84",G84
1176,1252,Co-Offenders,Same Cell,"G74, G84",G84
1176,1666,Co-Offenders,Same Cell,"G74, G84",G84
1176,1716,Co-Offenders,Same Cell,"G74, G84",G84
1176,1789,Co-Offenders,Same Cell,"G74, G84",G84
1176,1789,Legitimate,bt have formerly  financed 1792 company,"G74, G84",G84
60,1176,Negative/Enemies,,"G74, G84",G84
771,1176,Negative/Enemies,bt have beaten,"G74, G84",G84
1176,1789,Negative/Enemies,bt have assualted,"G74, G84",G84
1129,1185,Associate/Friendship,associate,G1,G148
1129,1185,Co-Offenders,btb laundering money,G1,G148
750,1191,Co-Offenders,cocaine,G85,G85
1190,1191,Co-Offenders,btb involved in cocaine,G85,G85
1190,1191,Kinship,Father/Son,G85,G85
1197,1255,Associate/Friendship,associate,G63,NONE
1197,1255,Co-Offenders,bt have supplied them with cocaine,G63,NONE
1197,2100,Associate/Friendship,associate,G63,NONE
1197,2049,Associate/Friendship,btb partnered for an event,G63,G33
287,1197,Co-Offenders,bt sell drugs,G63,G63
378,1197,Co-Offenders,bt sell drugs,G63,G63
660,1197,Co-Offenders,bt sell drugs,G63,G63
689,1197,Co-Offenders,bt sell drugs,G63,G63
932,1197,Co-Offenders,bt sell drugs,G63,G63
524,1197,Co-Offenders,cocaine,G63,G63
215,1197,Co-Offenders,Same Cell,G63,G63
364,1197,Co-Offenders,Same Cell,G63,G63
749,1197,Co-Offenders,Same Cell,G63,G63
789,1197,Co-Offenders,Same Cell,G63,G63
966,1197,Co-Offenders,Same Cell,G63,G63
1197,1322,Co-Offenders,Same Cell,G63,G63
215,1197,Formal Criminal Organization,,G63,G63
287,1197,Formal Criminal Organization,,G63,G63
364,1197,Formal Criminal Organization,,G63,G63
378,1197,Formal Criminal Organization,,G63,G63
524,1197,Formal Criminal Organization,,G63,G63
660,1197,Formal Criminal Organization,,G63,G63
689,1197,Formal Criminal Organization,,G63,G63
749,1197,Formal Criminal Organization,,G63,G63
789,1197,Formal Criminal Organization,,G63,G63
932,1197,Formal Criminal Organization,,G63,G63
966,1197,Formal Criminal Organization,,G63,G63
1197,1322,Formal Criminal Organization,,G63,G63
184,1197,Co-Offenders,bt sell drugs,G63,"G63, G89"
184,1197,Formal Criminal Organization,,G63,"G63, G89"
1198,1381,Associate/Friendship,Lived in apartment,G178,G178
908,1198,Co-Offenders,Drugs,G178,G178
1198,1381,Co-Offenders,Cocaine,G178,G178
562,1204,Co-Offenders,Dial-a-dope operation,NONE,NONE
1123,1204,Negative/Enemies,Suspected murder,NONE,NONE
1203,1204,Co-Offenders,Dial-a-dope operation,NONE,NONE
1204,1429,Associate/Friendship,btb associate,NONE,NONE
1204,1236,Co-Offenders,Dial-a-dope operation,NONE,G40
517,1208,Associate/Friendship,Associates,"G179, G186",NONE
88,1208,Negative/Enemies,SOI: murder,"G179, G186",G119
982,1208,Associate/Friendship,Associates,"G179, G186",G133
318,1208,Associate/Friendship,Associates,"G179, G186",G186
1208,1765,Associate/Friendship,Associates,"G179, G186",G186
1211,1212,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1211,1212,Kinship,Brothers,G163,G163
482,1213,Co-Offenders,btb funding telemarketing frauds,G163,NONE
1213,1818,Co-Offenders,real estate btb bought for grow-ops & money laundering,G163,NONE
1213,1818,Legitimate,btb purchasing reality,G163,NONE
985,1213,Co-Offenders,"thefts, drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1211,1213,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1212,1213,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1211,1213,Kinship,Father/Son,G163,G163
1212,1213,Kinship,Father/Son,G163,G163
985,1213,Legitimate,linked to same property in West Vancouver,G163,G163
613,1226,Kinship,brother,"G10, G26, G90",G26
613,1226,Legitimate,,"G10, G26, G90",G26
1224,1226,Co-Offenders,marihuana/ cocaine,"G10, G26, G90","G26, G90"
1225,1226,Co-Offenders,same cell,"G10, G26, G90","G26, G90"
1225,1226,Formal Criminal Organization,Ch6,"G10, G26, G90","G26, G90"
1225,1226,Kinship,brother-in-law,"G10, G26, G90","G26, G90"
806,1226,Co-Offenders,marihauna,"G10, G26, G90","G60, G90, G107"
1227,1892,Associate/Friendship,associate & friend,G86,NONE
246,1227,Associate/Friendship,Associate,G86,G32
246,1227,Formal Criminal Organization,,G86,G32
104,1227,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
158,1227,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
435,1227,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
1227,1490,Co-Offenders,murder,G86,G86
1227,1587,Co-Offenders,murder,G86,G86
1227,1653,Co-Offenders,murder,G86,G86
1227,1848,Co-Offenders,murder,G86,G86
1227,2125,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
104,1227,Formal Criminal Organization,,G86,G86
158,1227,Formal Criminal Organization,,G86,G86
435,1227,Formal Criminal Organization,,G86,G86
1227,1490,Formal Criminal Organization,,G86,G86
1227,1587,Formal Criminal Organization,,G86,G86
1227,1653,Formal Criminal Organization,,G86,G86
1227,1848,Formal Criminal Organization,,G86,G86
1227,2125,Formal Criminal Organization,,G86,G86
111,1233,Associate/Friendship,Associate,NONE,NONE
1230,1235,Co-Offenders,arrested for  possession of stolen property,G55,G55
1246,1831,Kinship,Father/Daughter,NONE,NONE
1245,1247,Kinship,Father/Son,NONE,NONE
1246,1247,Kinship,Former Spouse,NONE,NONE
1253,1505,Co-Offenders,Cocaine,G177,G177
1253,1506,Co-Offenders,Cocaine,G177,G177
1253,1667,Co-Offenders,Cocaine,G177,G177
585,1255,Associate/Friendship,friend,NONE,"G62, G66"
585,1255,Co-Offenders,btb former drug supplier,NONE,"G62, G66"
260,1256,Co-Offenders,bt supply cocaine,G89,G89
1256,1303,Co-Offenders,selling drugs,G89,G89
260,1256,Formal Criminal Organization,,G89,G89
1256,1303,Formal Criminal Organization,,G89,G89
260,1256,Legitimate,worked for flower shop,G89,G89
479,1259,Kinship,Former Brother-in-law,NONE,NONE
1259,1369,Co-Offenders,Illegal Gaming,NONE,NONE
1259,1369,Legitimate,Silent Partner,NONE,NONE
1259,2194,Associate/Friendship,Associate,NONE,"G8, G29, G72"
933,1267,Associate/Friendship,Associate,G87,NONE
884,1267,Co-Offenders,Same Cell,G87,G87
944,1267,Co-Offenders,Same Cell,G87,G87
1267,2025,Co-Offenders,Same Cell,G87,G87
1267,2026,Co-Offenders,Same Cell,G87,G87
1267,2108,Co-Offenders,Same Cell,G87,G87
1267,2025,Legitimate,btb involved in telemarketing,G87,G87
219,1271,Associate/Friendship,Associate,G88,NONE
219,1271,Co-Offenders,marihuana broker,G88,NONE
1271,1797,Associate/Friendship,Associate,G88,NONE
1271,1797,Co-Offenders,provided a secure Blackberry network to evade police interception,G88,NONE
711,1271,Associate/Friendship,Associate,G88,"G1, G3"
711,1271,Co-Offenders,had marihuana grow op partnership plan,G88,"G1, G3"
411,1271,Associate/Friendship,Associate,G88,G168
1176,1271,Associate/Friendship,Associate,G88,"G74, G84"
1105,1271,Co-Offenders,"brokering marihuana, cocaine and ephedrine",G88,G88
1271,1847,Co-Offenders,Same Cell,G88,G88
658,1276,Co-Offenders,ran crack houses,G89,G89
658,1276,Formal Criminal Organization,,G89,G89
1279,1904,Associate/Friendship,old friend,G42,NONE
1279,1904,Co-Offenders,btb conducting drug imports,G42,NONE
1279,1904,Legitimate,attended school & worked together,G42,NONE
268,1279,Associate/Friendship,old friend,G42,G70
268,1279,Co-Offenders,btb conducting drug imports,G42,G70
268,1279,Legitimate,attended school & worked together,G42,G70
438,1284,Co-Offenders,text messages re drugs,"G47, G81",G47
438,1284,Legitimate,,"G47, G81",G47
470,1284,Legitimate,,"G47, G81",G47
180,1285,Legitimate,employs 1288,NONE,NONE
763,1301,Co-Offenders,Illegally crossed border,G176,G176
869,1302,Co-Offenders,works with 871,G137,G136
430,1308,Kinship,Father/Daughter,NONE,NONE
1307,1308,Kinship,Father/Daughter,NONE,NONE
1308,1871,Kinship,Father/Son,NONE,NONE
1308,1909,Kinship,Spouse,NONE,NONE
1251,1323,Co-Offenders,arrested marihuana,G17,G17
1293,1325,Co-Offenders,same cell,"G13, G15, G34",G13
1325,1951,Co-Offenders,btb supplying marihuana,"G13, G15, G34",G13
1325,1951,Formal Criminal Organization,,"G13, G15, G34",G13
591,1325,Legitimate,btb owner of helicopter flown 592,"G13, G15, G34",G13
1325,2068,Co-Offenders,btb marihuana supplier,"G13, G15, G34","G13, G14"
1325,2068,Formal Criminal Organization,,"G13, G15, G34","G13, G14"
1325,2068,Legitimate,co-own a house & a helicopter,"G13, G15, G34","G13, G14"
68,1325,Co-Offenders,btb supplying cocaine,"G13, G15, G34","G13, G15, G16"
68,1325,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G15, G16"
68,1325,Legitimate,co-own a house & a helicopter,"G13, G15, G34","G13, G15, G16"
1325,1713,Co-Offenders,"marihuana, cocaine,   money laundering,  loan sharking.","G13, G15, G34","G13, G34"
1024,1325,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G34"
1325,1713,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G34"
1024,1325,Legitimate,worked,"G13, G15, G34","G13, G34"
1325,1713,Legitimate,worked,"G13, G15, G34","G13, G34"
69,1325,Co-Offenders,btb supplying cocaine,"G13, G15, G34",G15
69,1325,Formal Criminal Organization,Ch3,"G13, G15, G34",G15
1328,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1329,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1330,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1331,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1332,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1333,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1334,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1335,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1336,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1337,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1338,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1339,1340,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1340,1341,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1340,1342,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1340,1933,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1328,1340,Kinship,Siblings,G171,G171
1329,1340,Kinship,Siblings,G171,G171
1330,1340,Kinship,Siblings,G171,G171
1331,1340,Kinship,Siblings,G171,G171
1332,1340,Kinship,Siblings,G171,G171
1333,1340,Kinship,Siblings,G171,G171
1334,1340,Kinship,Siblings,G171,G171
1335,1340,Kinship,Siblings,G171,G171
1336,1340,Kinship,Siblings,G171,G171
1337,1340,Kinship,Siblings,G171,G171
1338,1340,Kinship,Siblings,G171,G171
1339,1340,Kinship,Siblings,G171,G171
1340,1341,Kinship,Siblings,G171,G171
1340,1342,Kinship,Siblings,G171,G171
1340,1933,Kinship,Siblings,G171,G171
1113,1345,Kinship,Spouse,G136,NONE
383,1345,Co-Offenders,btb working for 1348,G136,G136
1350,1794,Associate/Friendship,associate,"G23, G41, G66, G89","G23, G30, G43"
