From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
513,568,Legitimate,linked to business,"G61, G134",NONE
513,1600,Associate/Friendship,Associate,"G61, G134",NONE
513,1600,Co-Offenders,illegal telemarketing activity,"G61, G134",NONE
513,1600,Legitimate,linked to business,"G61, G134",NONE
135,513,Co-Offenders,Same Cell,"G61, G134","G61, G134"
513,882,Co-Offenders,Same Cell,"G61, G134","G61, G134"
519,520,Co-Offenders,btb exporting marihuana,G120,G120
519,520,Kinship,brother,G120,G120
528,1125,Co-Offenders,driving a vehicle containing large amount of marihuana,NONE,NONE
536,2083,Co-Offenders,Same Cell,G154,"G149, G154"
284,536,Co-Offenders,Same Cell,G154,G154
328,536,Co-Offenders,Same Cell,G154,G154
462,536,Co-Offenders,Same Cell,G154,G154
531,536,Co-Offenders,Same Cell,G154,G154
532,536,Co-Offenders,Same Cell,G154,G154
533,536,Co-Offenders,Same Cell,G154,G154
534,536,Co-Offenders,Same Cell,G154,G154
535,536,Co-Offenders,Same Cell,G154,G154
536,537,Co-Offenders,Same Cell,G154,G154
536,538,Co-Offenders,Same Cell,G154,G154
536,1448,Co-Offenders,Same Cell,G154,G154
536,1462,Co-Offenders,Same Cell,G154,G154
536,1465,Co-Offenders,Same Cell,G154,G154
536,1466,Co-Offenders,Same Cell,G154,G154
536,1501,Co-Offenders,Same Cell,G154,G154
536,1502,Co-Offenders,Same Cell,G154,G154
536,1602,Co-Offenders,Same Cell,G154,G154
536,2001,Co-Offenders,Same Cell,G154,G154
536,2002,Co-Offenders,Same Cell,G154,G154
536,2003,Co-Offenders,Same Cell,G154,G154
536,2077,Co-Offenders,Same Cell,G154,G154
189,541,Co-Offenders,Drugs,G2,NONE
190,541,Co-Offenders,Drugs,G2,NONE
541,611,Co-Offenders,property used in dealing crack,G2,NONE
541,1886,Formal Criminal Organization,Ch1 former,G2,NONE
541,1886,Legitimate,director,G2,NONE
261,541,Associate/Friendship,good friends,G2,G2
249,541,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
477,541,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
541,542,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
541,1624,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
261,541,Co-Offenders,crack shack property,G2,G2
541,542,Formal Criminal Organization,member/ associate Ch1,G2,G2
541,542,Kinship,brother,G2,G2
261,541,Legitimate,Co-own 11 residences,G2,G2
249,541,Legitimate,Director,G2,G2
541,1624,Legitimate,Director,G2,G2
477,541,Legitimate,director in numerous businesses,G2,G2
541,542,Legitimate,director in numerous businesses,G2,G2
541,2149,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G22
541,2149,Legitimate,director in numerous businesses,G2,G22
416,541,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G27
541,1656,Formal Criminal Organization,member/ associate Ch1,G2,G86
541,1656,Legitimate,owns  businesses in buildings owned by 1659,G2,G86
543,1637,Kinship,Father/Daughter,NONE,NONE
543,1639,Kinship,Relative,NONE,NONE
543,544,Kinship,Spouse,NONE,NONE
414,544,Co-Offenders,btb selling stolen property,NONE,G27
414,544,Legitimate,director /officer,NONE,G27
544,1698,Legitimate,btb past owner,NONE,"G8, G14"
544,545,Kinship,Father/Daughter,NONE,NONE
545,546,Kinship,Father/Son,NONE,NONE
545,549,Kinship,Father/Son,NONE,NONE
545,685,Kinship,Uncle/Nephew,NONE,NONE
545,685,Legitimate,Former Business Partners,NONE,NONE
547,548,Kinship,Spouse,NONE,NONE
570,781,Kinship,Mother/Son,G46,G46
573,978,Associate/Friendship,Associate,G127,NONE
573,1218,Associate/Friendship,Associate,G127,NONE
573,1739,Associate/Friendship,Associate,G127,NONE
573,1739,Kinship,cousin,G127,NONE
573,1936,Negative/Enemies,feud,G127,NONE
573,1989,Associate/Friendship,Associate,G127,NONE
564,573,Associate/Friendship,Associate,G127,G127
573,575,Co-Offenders,Same Cell,G127,G127
573,575,Kinship,brother,G127,G127
84,573,Negative/Enemies,feud,G127,G175
573,2151,Associate/Friendship,Associate,G127,G48
573,574,Co-Offenders,Same Cell,G127,"G48, G127"
573,574,Kinship,brother,G127,"G48, G127"
115,584,Associate/Friendship,Strong Association,G172,NONE
115,584,Co-Offenders,Cocaine,G172,NONE
584,693,Associate/Friendship,Strong Association,G172,NONE
584,693,Co-Offenders,Cocaine,G172,NONE
584,1705,Co-Offenders,Cocaine,G172,NONE
584,1931,Co-Offenders,Cocaine,G172,G173
584,1931,Legitimate,btb silent partner,G172,G173
584,819,Associate/Friendship,Associate,G172,G175
584,819,Associate/Friendship,First Level Associate,G172,G175
584,819,Co-Offenders,Cocaine,G172,G175
584,857,Co-Offenders,Cocaine,G172,G175
584,2194,Associate/Friendship,Associate,G172,"G8, G29, G72"
585,1751,Associate/Friendship,close associate,"G62, G66",G62
585,783,Co-Offenders,a high level dealer,"G62, G66",G62
585,586,Co-Offenders,btb supplying drugs,"G62, G66",G62
585,1897,Co-Offenders,drug paraphernalia,"G62, G66",G62
153,585,Co-Offenders,Same Cell,"G62, G66",G62
157,585,Co-Offenders,Same Cell,"G62, G66",G62
282,585,Co-Offenders,Same Cell,"G62, G66",G62
292,585,Co-Offenders,Same Cell,"G62, G66",G62
297,585,Co-Offenders,Same Cell,"G62, G66",G62
585,699,Co-Offenders,Same Cell,"G62, G66",G62
585,1475,Co-Offenders,Same Cell,"G62, G66",G62
585,1618,Co-Offenders,Same Cell,"G62, G66",G62
585,1751,Co-Offenders,Same Cell,"G62, G66",G62
585,2119,Co-Offenders,Same Cell,"G62, G66",G62
585,586,Kinship,brother,"G62, G66",G62
585,1897,Legitimate,manages 586s store,"G62, G66",G62
222,589,Negative/Enemies,involved in a shooting,G48,NONE
589,1209,Co-Offenders,bt have conducted surveillance,G48,G48
589,1209,Formal Criminal Organization,,G48,G48
591,2068,Legitimate,btb owner of helicopter,G13,"G13, G14"
68,591,Legitimate,btb owner of helicopter,G13,"G13, G15, G16"
599,864,Associate/Friendship,Associate,NONE,NONE
599,1239,Kinship,Cousins,NONE,NONE
599,1898,Kinship,Nephew/Uncle,NONE,NONE
599,2030,Associate/Friendship,Associate,NONE,NONE
599,929,Associate/Friendship,Associate,NONE,G158
612,1021,Co-Offenders,crack cocaine,G57,G57
179,612,Co-Offenders,Same Cell,G57,G57
179,612,Formal Criminal Organization,,G57,G57
612,1021,Formal Criminal Organization,,G57,G57
613,614,Kinship,btb nephew,G26,NONE
613,614,Legitimate,same address,G26,NONE
577,622,Associate/Friendship,associate,G36,NONE
577,622,Formal Criminal Organization,,G36,NONE
622,992,Co-Offenders,bt sell cocaine,G36,NONE
622,1535,Associate/Friendship,,G36,NONE
626,1660,Legitimate,,NONE,NONE
626,2163,Legitimate,,NONE,NONE
640,1621,Associate/Friendship,associate,NONE,"G49, G99"
640,1621,Associate/Friendship,Associate,NONE,"G49, G99"
640,1621,Co-Offenders,trafficking and growing marihuana,NONE,"G49, G99"
583,641,Co-Offenders,Supplier,G64,NONE
641,996,Co-Offenders,directed by 642 to assault a cocaine trafficker,G64,NONE
641,1298,Co-Offenders,directed by 642 re drug-related matters,G64,G64
641,1727,Co-Offenders,directed by 642 re drug-related matters,G64,G64
641,824,Co-Offenders,directs cocaine distribution network,G64,G64
307,641,Co-Offenders,drug offences,G64,G64
639,641,Co-Offenders,money re cocaine payments,G64,G64
641,1906,Co-Offenders,Same Cell,G64,G64
641,1265,Co-Offenders,Supplier,G64,G64
641,1732,Co-Offenders,Supplier for 642 et al,G64,G64
641,2181,Co-Offenders,Supplier for 642 et al,G64,G64
307,641,Kinship,former common-law spouse,G64,G64
639,641,Legitimate,Directors,G64,G64
307,641,Legitimate,former co-directors,G64,G64
397,641,Legitimate,,G64,G64
641,2060,Negative/Enemies,bt have someone assaulted for selling cocaine,G64,G64
307,641,Negative/Enemies,threatened,G64,G64
645,1043,Associate/Friendship,Associate,G141,NONE
387,645,Associate/Friendship,Associate,G141,"G136, G152"
325,645,Co-Offenders,a reliable drug distributor,G141,G141
370,645,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
645,757,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
657,1991,Associate/Friendship,Associate,NONE,NONE
149,659,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
271,659,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,946,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,984,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,1761,Co-Offenders,bt obtain heroin,"G118, G135",G135
149,659,Kinship,Uncle/Nephew,"G118, G135",G135
251,662,Kinship,Father/Daughter,NONE,NONE
662,663,Co-Offenders,Money Laundering,NONE,NONE
662,663,Kinship,Father/Son,NONE,NONE
662,664,Kinship,Father/Son,NONE,NONE
662,665,Kinship,Uincle/Nephew,NONE,NONE
251,663,Co-Offenders,Money Laundering,NONE,NONE
251,663,Kinship,Siblings,NONE,NONE
663,665,Co-Offenders,Money Laundering,NONE,NONE
663,665,Kinship,Siblings,NONE,NONE
255,664,Associate/Friendship,btb associates,NONE,G1
251,665,Co-Offenders,Money Laundering,NONE,NONE
251,665,Kinship,Siblings,NONE,NONE
670,1117,Kinship,Spouse,G143,G143
672,781,Co-Offenders,monitoring US border patrol frequency,G46,G46
672,673,Kinship,brother,G46,G46
617,674,Co-Offenders,arrested & charged,G112,G112
674,1316,Co-Offenders,arrested & charged,G112,G112
674,1316,Co-Offenders,arrested together,G112,G112
679,1882,Legitimate,,"G8, G14, G80",NONE
679,1924,Associate/Friendship,former associate,"G8, G14, G80",NONE
679,1924,Formal Criminal Organization,,"G8, G14, G80",NONE
679,1924,Formal Criminal Organization,,"G8, G14, G80",NONE
679,1924,Legitimate,btb formerly linked re real estate,"G8, G14, G80",NONE
679,2068,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G13, G14"
679,2068,Formal Criminal Organization,Ch3,"G8, G14, G80","G13, G14"
679,2068,Legitimate,director,"G8, G14, G80","G13, G14"
679,1158,Associate/Friendship,associate,"G8, G14, G80",G14
679,1698,Co-Offenders,cocaine importation;  stock manipulations/  money laundering,"G8, G14, G80","G8, G14"
679,1698,Formal Criminal Organization,,"G8, G14, G80","G8, G14"
679,1698,Legitimate,director,"G8, G14, G80","G8, G14"
679,1708,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G8, G14, G21"
679,1708,Legitimate,director,"G8, G14, G80","G8, G14, G21"
682,1960,Co-Offenders,Cocaine,G185,NONE
682,1961,Co-Offenders,Cocaine,G185,NONE
596,682,Co-Offenders,Same Cell,G185,G185
682,683,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
682,684,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
682,776,Co-Offenders,Same Cell,G185,G185
682,1290,Co-Offenders,Same Cell,G185,G185
682,1353,Co-Offenders,Same Cell,G185,G185
682,1366,Co-Offenders,Same Cell,G185,G185
682,1657,Co-Offenders,Same Cell,G185,G185
682,1854,Co-Offenders,Same Cell,G185,G185
596,682,Formal Criminal Organization,,G185,G185
682,683,Formal Criminal Organization,,G185,G185
682,684,Formal Criminal Organization,,G185,G185
682,776,Formal Criminal Organization,,G185,G185
682,1290,Formal Criminal Organization,,G185,G185
682,1353,Formal Criminal Organization,,G185,G185
682,1366,Formal Criminal Organization,,G185,G185
682,1657,Formal Criminal Organization,,G185,G185
682,1854,Formal Criminal Organization,,G185,G185
682,683,Kinship,Brothers,G185,G185
682,684,Kinship,Brothers,G185,G185
683,684,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
683,684,Formal Criminal Organization,,G185,G185
683,684,Kinship,Brothers,G185,G185
548,685,Kinship,Father/Daughter,NONE,NONE
685,687,Kinship,Father/Daughter,NONE,NONE
685,738,Kinship,Father/Daughter,NONE,NONE
685,1694,Kinship,Father/Son,NONE,NONE
548,687,Kinship,Mother/Son,NONE,NONE
548,687,Legitimate,director /officer,NONE,NONE
686,687,Kinship,Siblings,NONE,NONE
687,878,Kinship,Spouse,NONE,NONE
687,878,Legitimate,officers,NONE,NONE
689,691,Co-Offenders,theft ring,G63,NONE
689,691,Kinship,brother,G63,NONE
689,692,Associate/Friendship,associate,G63,NONE
689,786,Co-Offenders,btb theft ring,G63,NONE
689,1295,Co-Offenders,btb theft ring,G63,NONE
689,1296,Co-Offenders,theft ring,G63,NONE
689,1675,Co-Offenders,btb theft ring,G63,NONE
690,691,Kinship,father/ son,G35,NONE
690,747,Co-Offenders,btb enforcer,G35,NONE
690,747,Formal Criminal Organization,,G35,NONE
690,1249,Co-Offenders,associate,G35,NONE
690,1249,Formal Criminal Organization,,G35,NONE
690,1476,Co-Offenders,btb working together,G35,NONE
690,1476,Formal Criminal Organization,,G35,NONE
690,2019,Co-Offenders,,G35,NONE
690,752,Co-Offenders,btb supplied,G35,"G23, G39, G41, G66, G89"
690,1350,Co-Offenders,btb working closely together re cocaine,G35,"G23, G41, G66, G89"
690,1993,Co-Offenders,btb working together,G35,G35
690,780,Co-Offenders,cocaine,G35,G35
472,690,Formal Criminal Organization,,G35,G35
690,780,Formal Criminal Organization,,G35,G35
690,876,Formal Criminal Organization,,G35,G35
690,1580,Formal Criminal Organization,,G35,G35
690,1981,Formal Criminal Organization,,G35,G35
690,1993,Formal Criminal Organization,,G35,G35
689,690,Kinship,father/ son,G35,G63
474,695,Co-Offenders,arrested for possession of cocaine,G183,G98
702,704,Kinship,btb father/ son,G65,G65
707,1710,Associate/Friendship,,"G47, G65",NONE
707,1710,Co-Offenders,btb flying marihuana,"G47, G65",NONE
78,707,Legitimate,operated helicopter,"G47, G65",G47
707,848,Co-Offenders,bt assist with the marihuana harvests,"G47, G65",G65
707,1947,Co-Offenders,bt clip marihuana for the grow ops,"G47, G65",G65
243,707,Co-Offenders,Same Cell,"G47, G65",G65
399,707,Co-Offenders,Same Cell,"G47, G65",G65
668,707,Co-Offenders,Same Cell,"G47, G65",G65
702,707,Co-Offenders,Same Cell,"G47, G65",G65
703,707,Co-Offenders,Same Cell,"G47, G65",G65
704,707,Co-Offenders,Same Cell,"G47, G65",G65
705,707,Co-Offenders,Same Cell,"G47, G65",G65
706,707,Co-Offenders,Same Cell,"G47, G65",G65
707,911,Co-Offenders,Same Cell,"G47, G65",G65
707,1162,Co-Offenders,Same Cell,"G47, G65",G65
707,1163,Co-Offenders,Same Cell,"G47, G65",G65
707,2018,Co-Offenders,Same Cell,"G47, G65",G65
707,2110,Co-Offenders,Same Cell,"G47, G65",G65
707,2135,Co-Offenders,Same Cell,"G47, G65",G65
702,707,Kinship,brother,"G47, G65",G65
703,707,Kinship,brother,"G47, G65",G65
705,707,Kinship,Father/Son,"G47, G65",G65
706,707,Kinship,Mother/Son,"G47, G65",G65
707,1162,Kinship,Spouse,"G47, G65",G65
707,1163,Kinship,Step-son,"G47, G65",G65
707,725,Legitimate,sold his helicopter,"G47, G65",G65
710,1063,Co-Offenders,both arrested re shooting,"G50, G110",NONE
589,710,Negative/Enemies,suspect  re. shooting,"G50, G110",G48
405,711,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",NONE
405,711,Formal Criminal Organization,Ch1,"G1, G3",NONE
183,711,Co-Offenders,phone calls ,"G1, G3",G22
711,1853,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
382,711,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,731,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,1029,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,2057,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,1853,Formal Criminal Organization,Ch1,"G1, G3",G3
711,731,Formal Criminal Organization,Ch1,"G1, G3",G3
711,1029,Formal Criminal Organization,Ch1,"G1, G3",G3
711,2057,Formal Criminal Organization,Ch1,"G1, G3",G3
382,711,Formal Criminal Organization,member/ prospect Ch1,"G1, G3",G3
711,1972,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3","G3, G5"
711,1972,Formal Criminal Organization,Ch1,"G1, G3","G3, G5"
711,1666,Co-Offenders,btb directed by in cocaine distribution,"G1, G3",G84
712,924,Co-Offenders,Heroin Smuggling Group,NONE,"G118, G121, G135"
712,717,Associate/Friendship,associate,NONE,G121
336,712,Co-Offenders,Money Laundering Group,NONE,G121
559,712,Co-Offenders,Marihuana Smuggling Group,NONE,G121
694,712,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,715,Co-Offenders,Same Cell,NONE,G121
712,717,Co-Offenders,Marihuana Smuggling Group,NONE,G121
712,977,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1195,Co-Offenders,Heroin Smuggling Group,NONE,G121
712,1409,Co-Offenders,Money Laundering Group,NONE,G121
712,1604,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1760,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1822,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,2065,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1409,Legitimate,owner,NONE,G121
351,712,Co-Offenders,Money Laundering Group,NONE,"G121, G122"
712,1196,Co-Offenders,Marihuana Smuggling Group,NONE,"G121, G126"
714,1255,Associate/Friendship,good friends,G66,NONE
585,714,Co-Offenders,btb supplying with drugs,G66,"G62, G66"
714,1030,Associate/Friendship,boyfriend/ girlfriend,G66,G66
714,1219,Associate/Friendship,past associate,G66,G66
714,1649,Associate/Friendship,past associate,G66,G66
714,1753,Associate/Friendship,past associate,G66,G66
714,1752,Co-Offenders,bt: threatened re gambling debt,G66,G66
510,714,Co-Offenders,btb receiving  cocaine supply,G66,G66
714,1401,Co-Offenders,btb receiving  cocaine supply,G66,G66
714,1478,Co-Offenders,btb receiving  cocaine supply,G66,G66
145,714,Co-Offenders,"cocaine, heroin, & marihuana grow ops",G66,G66
714,1030,Co-Offenders,marihuana found while driving vehicle,G66,G66
714,1402,Co-Offenders,same cell,G66,G66
145,714,Kinship,btb cousin,G66,G66
721,1325,Associate/Friendship,associate,NONE,"G13, G15, G34"
721,1325,Formal Criminal Organization,,NONE,"G13, G15, G34"
722,1747,Kinship,Former Boyfriend/Girlfriend,NONE,NONE
722,1962,Legitimate,Operated company,NONE,G108
723,847,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
723,1237,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
723,1318,Kinship,common-law spouse,"G15, G25, G34, G67",NONE
723,1318,Legitimate,nominee for property purchases,"G15, G25, G34, G67",NONE
723,2043,Associate/Friendship,associate,"G15, G25, G34, G67",NONE
723,2043,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
529,723,Co-Offenders,Same Cell,"G15, G25, G34, G67","G25, G67"
529,723,Legitimate,btb co-owner,"G15, G25, G34, G67","G25, G67"
723,1565,Legitimate,Director,"G15, G25, G34, G67","G29, G67"
723,1929,Associate/Friendship,725s “right hand man”,"G15, G25, G34, G67",G67
12,723,Co-Offenders,btb money launderer,"G15, G25, G34, G67",G67
723,880,Co-Offenders,cocaine trafficking & possession,"G15, G25, G34, G67",G67
723,1929,Co-Offenders,Same Cell,"G15, G25, G34, G67",G67
723,1929,Formal Criminal Organization,,"G15, G25, G34, G67",G67
12,723,Legitimate,business links,"G15, G25, G34, G67",G67
723,2194,Formal Criminal Organization,,"G15, G25, G34, G67","G8, G29, G72"
723,2194,Legitimate,financial involvement in company,"G15, G25, G34, G67","G8, G29, G72"
729,1720,Associate/Friendship,associate,G68,"G39, G68"
729,811,Associate/Friendship,associate,G68,G68
275,729,Co-Offenders,Same Cell,G68,G68
729,733,Co-Offenders,Same Cell,G68,G68
729,811,Co-Offenders,Same Cell,G68,G68
729,2188,Co-Offenders,Same Cell,G68,G68
275,729,Legitimate,links in helicopter business,G68,G68
731,732,Kinship,brother,G3,NONE
731,732,Legitimate,Director/ Operator,G3,NONE
731,1435,Legitimate,Director,G3,G50
731,2181,Associate/Friendship,associate,G3,G64
735,737,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
737,1954,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
737,1955,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
735,737,Kinship,brother,G12,G12
737,1324,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G123
738,739,Kinship,Spouse,NONE,NONE
205,741,Co-Offenders,arrested cocaine,G117,NONE
741,742,Co-Offenders,arrested cocaine,G117,NONE
741,1071,Co-Offenders,arrested cocaine,G117,NONE
741,1557,Co-Offenders,cocaine,G117,NONE
205,742,Co-Offenders,Cocaine,NONE,NONE
742,1071,Co-Offenders,Cocaine,NONE,NONE
88,743,Negative/Enemies,SOI: murder,"G122, G186",G119
272,743,Kinship,Cousins,"G122, G186",G122
743,982,Co-Offenders,Same Cell,"G122, G186",G133
743,982,Formal Criminal Organization,,"G122, G186",G133
743,1208,Co-Offenders,POI for homicide investigation,"G122, G186","G179, G186"
743,1208,Formal Criminal Organization,,"G122, G186","G179, G186"
743,1765,Associate/Friendship,Associates,"G122, G186",G186
318,743,Co-Offenders,Same Cell,"G122, G186",G186
743,981,Co-Offenders,Same Cell,"G122, G186",G186
743,1765,Co-Offenders,Same Cell,"G122, G186",G186
318,743,Formal Criminal Organization,,"G122, G186",G186
743,981,Formal Criminal Organization,,"G122, G186",G186
743,1765,Formal Criminal Organization,,"G122, G186",G186
726,750,Co-Offenders,cocaine,G85,G85
750,1282,Co-Offenders,cocaine,G85,G85
752,1226,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G10, G26, G90"
752,1226,Legitimate,bought a company from 1229,"G23, G39, G41, G66, G89","G10, G26, G90"
752,860,Legitimate,company,"G23, G39, G41, G66, G89",G23
752,1946,Associate/Friendship,close associate,"G23, G39, G41, G66, G89","G23, G24"
752,1946,Legitimate,754's long time employee,"G23, G39, G41, G66, G89","G23, G24"
752,799,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G30, G39"
752,1794,Co-Offenders,marihuana importation,"G23, G39, G41, G66, G89","G23, G30, G43"
752,1794,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G23, G30, G43"
86,752,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G40, G43"
86,752,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43"
85,752,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
85,752,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
752,1558,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G41"
752,1558,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G41"
752,1558,Kinship,btb cousin,"G23, G39, G41, G66, G89","G23, G41"
752,1350,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
752,1350,Co-Offenders,bt supply drugs,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
752,1350,Legitimate,,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
752,1349,Associate/Friendship,associate,"G23, G39, G41, G66, G89","G23, G41, G69"
752,1349,Legitimate,btb financial interest in company,"G23, G39, G41, G66, G89","G23, G41, G69"
752,844,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G69"
752,844,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G23, G69"
752,1582,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89",G28
752,1582,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89",G28
752,2194,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G8, G29, G72"
752,2194,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89","G8, G29, G72"
51,752,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
51,752,Legitimate,director of a numbered company,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
752,1973,Associate/Friendship,associate,"G23, G39, G41, G66, G89",G89
559,756,Associate/Friendship,associate,G10,G121
752,756,Co-Offenders,associate,G10,"G23, G39, G41, G66, G89"
752,756,Formal Criminal Organization,,G10,"G23, G39, G41, G66, G89"
247,756,Co-Offenders,btb controlling drug trafficking,G10,G97
247,756,Formal Criminal Organization,Ch2 former,G10,G97
66,761,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
759,761,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,762,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,763,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1300,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1301,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1552,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1830,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
66,761,Kinship,Spouse,G176,G176
760,763,Legitimate,Co-workers,G176,NONE
763,1830,Associate/Friendship,Associates,G176,G176
767,1025,Co-Offenders,guns,NONE,G56
133,769,Legitimate,,G165,NONE
769,1327,Associate/Friendship,Associate,G165,NONE
769,1524,Associate/Friendship,Associate,G165,NONE
459,769,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
630,769,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
709,769,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,890,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,961,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,1919,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,1950,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
778,1251,Co-Offenders,same cell,G17,G17
778,1323,Co-Offenders,marihuana,G17,G17
778,1833,Co-Offenders,same cell,G17,G17
68,779,Co-Offenders,same cell,G16,"G13, G15, G16"
68,779,Formal Criminal Organization,member/ hangaround Ch3,G16,"G13, G15, G16"
779,1711,Co-Offenders,btb formerly linked,G16,G16
779,1889,Co-Offenders,btb: cocaine & marihuana,G16,G16
492,779,Co-Offenders,btb formerly linked,G16,"G16, G27, G38, G58"
780,1796,Associate/Friendship,had meeting,G35,G89
710,793,Legitimate,driving vehicle,G41,"G50, G110"
677,798,Formal Criminal Organization,,NONE,NONE
677,798,Legitimate,director,NONE,NONE
798,862,Formal Criminal Organization,,NONE,NONE
798,862,Legitimate,director,NONE,NONE
798,1325,Formal Criminal Organization,,NONE,"G13, G15, G34"
798,1325,Legitimate,director,NONE,"G13, G15, G34"
779,798,Formal Criminal Organization,,NONE,G16
779,798,Legitimate,director,NONE,G16
798,812,Legitimate,business,NONE,G24
679,798,Formal Criminal Organization,,NONE,"G8, G14, G80"
679,798,Legitimate,director,NONE,"G8, G14, G80"
799,1810,Associate/Friendship,associate,"G23, G30, G39","G30, G39"
181,804,Associate/Friendship,associate,G69,G101
804,1349,Legitimate,business link,G69,"G23, G41, G69"
572,804,Associate/Friendship,boyfriend/ girlfriend,G69,G69
281,804,Co-Offenders,bt direct some aspects of drug operations,G69,G69
804,1499,Co-Offenders,btb  top level cocaine dealer,G69,G69
