From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1976,780,Co-Offenders,Same Cell,G112,G112
1976,1264,Co-Offenders,Same Cell,G112,G112
1976,1769,Co-Offenders,Same Cell,G112,G112
1983,1083,Co-Offenders,assault of police agent,"G1, G6",NONE
1983,248,Co-Offenders,assault conspiracy,"G1, G6",G1
1983,1458,Co-Offenders,assault conspiracy,"G1, G6",G1
1983,2,Co-Offenders,assault of police agent,"G1, G6","G4, G5, G6, G7"
1983,1598,Co-Offenders,meth,"G1, G6","G4, G5, G6, G7"
1983,1532,Co-Offenders,"drug trafficking, extortions, assault","G1, G6","G4, G5, G6, G8"
1983,1543,Co-Offenders,assault of police agent,"G1, G6",G5
1984,335,Co-Offenders,in same vehicle with hidden cash,NONE,G112
1984,335,Legitimate,,NONE,G112
1985,491,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135",G118
1985,865,Co-Offenders,"drug importation/ trafficking, &retaliatory violence","G118, G135",G118
1985,893,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135",G118
1985,950,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135",G118
1985,891,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135","G118, G121, G135"
1985,488,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135","G118, G135"
1985,634,Co-Offenders,"drug importation/ trafficking, and retaliatory violence","G118, G135","G118, G135"
1987,644,Co-Offenders,Same Cell,G113,G113
1987,1944,Co-Offenders,Same Cell,G113,G113
1987,644,Legitimate,directors of business,G113,G113
1987,943,Co-Offenders,met re money exchange,G113,"G58, G113"
1987,1943,Co-Offenders,met re money exchange,G113,"G58, G113"
1987,943,Legitimate,directors of business,G113,"G58, G113"
1987,1943,Legitimate,directors of business,G113,"G58, G113"
1987,1045,Legitimate,Associate,G113,G81
1989,2056,Legitimate,associate,"G136, G142",NONE
1990,1401,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1408,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1991,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1992,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1993,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1995,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1997,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,1999,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,2000,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,2001,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,2003,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,G149
1990,2002,Co-Offenders,"poly-drug, shoplifting, money laundering, & frauds",G149,"G149, G154"
1990,516,Legitimate,Associate,G149,G154
2008,30,Legitimate,Associate,G114,NONE
2008,171,Legitimate,Associate,G114,NONE
2008,219,Legitimate,Associate,G114,NONE
2008,259,Legitimate,Associate,G114,NONE
2008,356,Legitimate,Associate,G114,NONE
2008,475,Legitimate,Associate,G114,NONE
2008,508,Legitimate,Associate,G114,NONE
2008,553,Legitimate,Associate,G114,NONE
2008,621,Legitimate,Associate,G114,NONE
2008,675,Legitimate,Associate,G114,NONE
2008,701,Legitimate,Associate,G114,NONE
2008,704,Legitimate,Associate,G114,NONE
2008,716,Legitimate,Associate,G114,NONE
2008,786,Legitimate,Associate,G114,NONE
2008,1082,Legitimate,Associate,G114,NONE
2008,1133,Legitimate,Associate,G114,NONE
2008,1161,Legitimate,Associate,G114,NONE
2008,1162,Legitimate,Associate,G114,NONE
2008,1172,Legitimate,Associate,G114,NONE
2008,1213,Legitimate,Associate,G114,NONE
2008,1263,Legitimate,Associate,G114,NONE
2008,1263,Co-Offenders,btb involved in drugs,G114,NONE
2008,1351,Legitimate,Associate,G114,NONE
2008,1360,Legitimate,Associate,G114,NONE
2008,1370,Legitimate,Associate,G114,NONE
2008,1479,Legitimate,Associate,G114,NONE
2008,1502,Legitimate,Associate,G114,NONE
2008,1511,Legitimate,Associate,G114,NONE
2008,1774,Legitimate,Associate,G114,NONE
2008,1809,Legitimate,Associate,G114,NONE
2008,1824,Legitimate,Associate,G114,NONE
2008,1827,Legitimate,Associate,G114,NONE
2008,1881,Legitimate,Associate,G114,NONE
2008,1899,Legitimate,Associate,G114,NONE
2008,1903,Legitimate,Associate,G114,NONE
2008,2009,Legitimate,Associate,G114,NONE
2008,2020,Legitimate,Associate,G114,NONE
2008,2021,Legitimate,Associate,G114,NONE
2008,2038,Legitimate,Associate,G114,NONE
2008,149,Legitimate,Associate,G114,G114
2008,452,Legitimate,Associate,G114,G114
2008,1155,Legitimate,Associate,G114,G114
2008,1303,Legitimate,Associate,G114,G114
2008,528,Co-Offenders,btb cocaine & marihuana trafficking,G114,G114
2008,529,Co-Offenders,btb cocaine & marihuana trafficking,G114,G114
2008,964,Co-Offenders,"btb a dealer, receives drugs from 2092",G114,G114
2008,1080,Co-Offenders,"btb cocaine/ marihuana trafficking, and theft",G114,G114
2008,1396,Co-Offenders,btb cocaine & marihuana trafficking,G114,G114
2008,823,Legitimate,Associate,G114,G3
2012,279,Co-Offenders,same cell,G36,G36
2012,597,Co-Offenders,same cell,G36,G36
2012,1842,Co-Offenders,same cell,G36,G36
2012,1966,Co-Offenders,same cell,G36,G36
2015,879,Co-Offenders,suspects in drive-by shooting,NONE,G53
2025,204,Legitimate,business partner,"G72, G115, G116",NONE
2025,147,Co-Offenders,Same Cell,"G72, G115, G116",G116
2025,211,Co-Offenders,Same Cell,"G72, G115, G116",G116
2025,1472,Co-Offenders,Same Cell,"G72, G115, G116",G116
2025,147,Legitimate,directors of businesses,"G72, G115, G116",G116
2025,211,Legitimate,business partnerships,"G72, G115, G116",G116
2025,1472,Legitimate,parnters,"G72, G115, G116",G116
2025,1529,Co-Offenders,Same Cell,"G72, G115, G116","G30, G39, G40, G115, G116"
2025,1529,Legitimate,office/ director,"G72, G115, G116","G30, G39, G40, G115, G116"
2025,2024,Co-Offenders,Same Cell,"G72, G115, G116","G72, G115"
2025,810,Co-Offenders,bt have financed drug purchases,"G72, G115, G116","G72, G115, G116"
2025,810,Legitimate,nominee owner/ director,"G72, G115, G116","G72, G115, G116"
2029,1396,Co-Offenders,bt supply cocaine,G114,G114
2032,126,Legitimate,Close Associate,G180,G180
2032,250,Legitimate,Close Associate,G180,G180
2032,1473,Legitimate,Close Associate,G180,G180
2032,1773,Legitimate,Close Associate,G180,G180
2032,126,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,250,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,287,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,308,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,897,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,1040,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,1473,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,1713,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,1714,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2032,1773,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E",G180,G180
2033,2104,Co-Offenders,btb involved in marihuana seized,G96,G96
2039,1499,Legitimate,associate,G81,"G47, G81"
2040,1139,Co-Offenders,btb bringing in kilos of cocaine,G22,NONE
2040,792,Legitimate,developed equipment,G22,"G11, G19, G21"
2040,178,Legitimate,associate,G22,G22
2040,824,Co-Offenders,btb bringing in kilos of cocaine,G22,G22
2040,824,Legitimate,developed equipment,G22,G22
2040,1733,Legitimate,associate,G22,"G22, G103"
2040,1733,Co-Offenders,btb stock market crime,G22,"G22, G103"
2048,1193,Legitimate,Associate,NONE,NONE
2049,175,Legitimate,website link,G37,NONE
2050,1201,Co-Offenders,,"G47, G58, G81",G47
2050,1250,Co-Offenders,,"G47, G58, G81",G47
2050,1235,Legitimate,,"G47, G58, G81","G47, G81"
2050,216,Legitimate,,"G47, G58, G81",G81
2064,87,Legitimate,Associate,G155,NONE
2064,366,Legitimate,Associate,G155,NONE
2064,1091,Co-Offenders,Same Cell,G155,NONE
2064,1095,Co-Offenders,Same Cell,G155,NONE
2064,1920,Legitimate,Associate,G155,G102
2064,838,Legitimate,Associate,G155,G136
2064,317,Legitimate,Associate,G155,G138
2064,317,Co-Offenders,heroin & cocaine importation,G155,G138
2064,620,Legitimate,Associate,G155,G141
2064,257,Co-Offenders,Same Cell,G155,G155
2064,756,Co-Offenders,Same Cell,G155,G155
2064,13,Co-Offenders,Same Cell,G155,"G155, G184"
2068,374,Co-Offenders,ephedrine/ cocaine smuggling,NONE,"G136, G152"
2069,2085,Legitimate,associate,G48,"G30, G39"
2074,608,Legitimate,Associate,G144,NONE
2074,1783,Legitimate,Associate,G144,NONE
2074,319,Co-Offenders,loan-sharking & extortion,G144,G144
2074,989,Co-Offenders,loan-sharking & extortion,G144,G144
2077,1070,Co-Offenders,mahihuana grow op,G146,G146
2079,317,Co-Offenders,btb involved in arranging  ephedrine shipment,G138,G138
2079,985,Co-Offenders,Same Cell,G138,G138
2079,1025,Co-Offenders,Same Cell,G138,G138
2079,1147,Co-Offenders,bt import heroin,G138,G138
2079,317,Legitimate,btb silent owners company,G138,G138
2079,2090,Co-Offenders,Same Cell,G138,"G138, G140"
2081,283,Co-Offenders,btb controlling some drug dealing,NONE,G40
2083,1820,Co-Offenders,counterfeit credit cards,"G55, G82",G55
2083,1820,Legitimate,,"G55, G82",G55
2083,810,Legitimate,holds the mortgage of company,"G55, G82","G72, G115, G116"
2083,2112,Legitimate,hods the mortgage of  company,"G55, G82","G8, G29, G72"
2085,770,Legitimate,associate,"G30, G39","G23, G30, G39"
2085,770,Co-Offenders,drug trafficking,"G30, G39","G23, G30, G39"
2085,723,Legitimate,associate,"G30, G39","G23, G39, G41, G66, G89"
2085,1744,Legitimate,associate,"G30, G39","G30, G39"
2085,1744,Co-Offenders,btb marihuana & cocaine across the border,"G30, G39","G30, G39"
2085,1551,Legitimate,associate,"G30, G39",G39
2085,1551,Co-Offenders,btb marihuana & cocaine across the border,"G30, G39",G39
2085,55,Legitimate,President/ Secretary,"G30, G39",G39
2085,1655,Legitimate,associate,"G30, G39","G39, G68"
2087,856,Legitimate,Associate,G117,NONE
2087,937,Legitimate,Associate,G117,NONE
2087,1726,Legitimate,Associate,G117,NONE
2087,1947,Legitimate,Associate,G117,NONE
2087,387,Co-Offenders,Same Cell - btb dissolved,G117,G117
2087,713,Co-Offenders,imported cocaine,G117,G117
2087,916,Co-Offenders,Same Cell - btb dissolved,G117,G117
2087,1790,Co-Offenders,bt have been involved in marhihuana & cocaine,G117,G117
2090,340,Legitimate,Associate,"G138, G140",NONE
2090,1006,Legitimate,Associate,"G138, G140",NONE
2090,1051,Legitimate,Associate,"G138, G140",NONE
2090,1116,Legitimate,Associate,"G138, G140",NONE
2090,2068,Legitimate,Associate,"G138, G140",NONE
2090,370,Legitimate,Associate,"G138, G140",G136
2090,1293,Legitimate,Associate,"G138, G140",G136
2090,374,Legitimate,Associate,"G138, G140","G136, G152"
2090,312,Legitimate,Associate,"G138, G140",G140
2090,351,Co-Offenders,btb clandestine lab,"G138, G140",G140
2090,1007,Co-Offenders,Same Cell,"G138, G140",G140
2090,620,Legitimate,Associate,"G138, G140",G141
2100,329,Legitimate,Associate,G178,G178
2105,1344,Co-Offenders,btb kilo level cocaine traffickers,NONE,G64
2105,1344,Legitimate,Director,NONE,G64
2106,707,Legitimate,,G68,G68
2107,2108,Co-Offenders,Cocaine,NONE,NONE
2107,213,Co-Offenders,"Drugs, Cocaine",NONE,G9
2110,307,Legitimate,Associate,G152,NONE
2110,1097,Co-Offenders,partners in the drug trade.,G152,NONE
2110,1116,Legitimate,Associate,G152,NONE
2110,2068,Legitimate,Associate,G152,NONE
2110,374,Co-Offenders,Same Cell,G152,"G136, G152"
2110,312,Legitimate,Associate,G152,G140
2112,2113,Legitimate,Director of 4 businesses,"G8, G29, G72",G29
2112,1503,Co-Offenders,bt  have questionable business deals,"G8, G29, G72","G29, G67"
2112,1503,Legitimate,primary stockholder/ director,"G8, G29, G72","G29, G67"
2112,1820,Legitimate,business relationship,"G8, G29, G72",G55
2112,810,Legitimate,directors,"G8, G29, G72","G72, G115, G116"
