Node_ID,Gender,DOB_Year,Age_First_Analysis,Drug_Activity,Recode_Level,Drug_Type,Group_Membership_Type,Group_Membership_Code
1727,1,1968.0,48.0,0,0,0,4,99.0
1728,1,1949,67,0,0,0,2,11.0
1729,1,1979,37,0,0,0,0,6.0
1730,1,1976,40,0,0,0,4,99.0
1731,1,1989,27,1,9,7,3,13.0
1732,1,1986,30,1,9,7,3,13.0
1733,1,1987,29,0,0,0,4,99.0
1734,1,1991,25,1,4,2,3,13.0
1735,1,1963,53,1,1,1,4,99.0
1736,1,1974,42,1,10,8,0,6.0
1737,1,1973,43,0,0,0,0,6.0
1738,1,1962,54,0,0,0,4,99.0
1739,1,1970,46,1,5,4,1,9.0
1740,1,1984,32,1,3,3,2,11.0
1741,1,1981,35,0,0,0,0,6.0
1742,1,1973,43,0,0,0,0,6.0
1743,1,1961,55,1,1,5,0,6.0
1744,1,1951,65,0,0,0,4,99.0
1745,1,1982,34,0,0,0,0,6.0
1746,1,1970,46,1,8,7,2,11.0
1747,1,1968,48,1,29,7,2,11.0
1748,1.0,1982,34,1,9,6,3,13.0
1749,1,1982,34,1,1,1,0,6.0
1750,1,1969,47,0,0,0,4,99.0
1751,0,1954,62,0,0,0,4,99.0
1752,1,1953,63,0,0,0,10,19.0
1753,0,1970,46,0,0,0,0,6.0
1754,1.0,1980,36,0,0,0,7,4.0
1755,1,1975,41,0,0,0,0,6.0
1756,1,1977,39,1,1,1,2,11.0
1757,1,1981,35,0,0,0,0,6.0
1758,1,1985,31,0,0,0,4,99.0
1759,1,1968,48,0,0,0,0,6.0
1760,0,1986,30,0,0,0,4,99.0
1761,1,1969,47,0,0,0,0,6.0
1762,0,1975,41,1,5,4,1,9.0
1763,1,1969,47,1,10,7,2,11.0
1764,1,1961,55,1,2,2,9,2.0
1765,1,1971,45,0,0,0,0,6.0
1766,1,1978,38,0,0,0,0,6.0
1767,1,1986,30,0,0,0,4,99.0
1768,1,1976,40,0,0,0,0,6.0
1769,1.0,1971,45,1,10,42,0,6.0
1770,1,1969.0,47.0,1,1,2,2,11.0
1771,1,1967.0,49.0,1,6,19,4,99.0
1772,1,1978,38,0,0,0,4,99.0
1773,1,1951,65,1,10,1,2,11.0
1774,0.0,1966,50,1,6,16,9,2.0
1775,0,1974,42,1,10,23,7,4.0
1776,1,1986,30,1,9,6,3,13.0
1777,0,1986,30,1,9,6,3,13.0
1778,1,1979,37,1,5,4,1,9.0
1779,1,1968.0,48.0,0,0,0,4,99.0
1780,1,1982,34,1,8,1,3,13.0
1781,1,1968.0,48.0,0,0,0,4,99.0
1782,1,1976,40,1,10,7,8,3.0
1783,1,1931,85,0,0,0,4,99.0
1784,1,1970,46,1,11,8,0,6.0
1785,1,1949,67,0,0,0,2,11.0
1786,1,1985,31,0,0,0,4,99.0
1787,1,1966,50,0,0,0,9,2.0
1788,1,1972.0,44.0,0,0,0,0,6.0
1789,1,1976,40,1,1,1,0,6.0
1790,1,1972,44,1,4,8,9,2.0
1791,1,1974,42,1,4,6,3,13.0
1792,0,1975,41,0,0,0,4,99.0
1793,1,1959,57,0,0,0,4,99.0
1794,1,1975,41,0,0,0,4,99.0
1795,1,1977,39,0,0,0,4,99.0
1796,1,1968,48,1,10,8,0,6.0
1797,1.0,1973,43,0,0,0,7,4.0
1798,1,1964,52,1,10,8,0,6.0
1799,1.0,1974,42,0,0,0,0,6.0
1800,1,1968.0,48.0,0,0,0,4,99.0
1801,1,1968,48,0,0,0,5,1.0
1802,1,1982,34,0,0,0,4,99.0
1803,1,1957,59,0,0,0,4,99.0
1804,1,1967,49,1,10,2,2,11.0
1805,1,1974,42,0,0,0,3,13.0
1806,1,1980,36,0,0,0,0,6.0
1807,0,1968.0,48.0,0,0,0,4,99.0
1808,1,1948,68,1,10,2,0,6.0
1809,1,1968.0,48.0,0,0,0,4,99.0
1810,1,1955,61,1,8,6,0,6.0
1811,1,1972,44,1,10,8,0,6.0
1812,1,1977,39,0,0,0,2,11.0
1813,1,1986,30,1,9,6,3,13.0
1814,1,1980,36,1,1,5,0,6.0
1815,1.0,1965,51,0,0,0,7,4.0
1816,1,1964,52,0,0,0,5,1.0
1817,0,1968,48,1,1,2,0,6.0
1818,1,1968.0,48.0,0,0,0,4,99.0
1819,1,1968.0,48.0,0,0,0,4,99.0
1820,0,1950,66,0,0,0,4,99.0
1821,1,1924,92,0,0,0,4,99.0
1822,1,1983,33,0,0,0,0,6.0
1823,1.0,1963,53,0,0,0,4,99.0
1824,1.0,1964,52,0,0,0,4,99.0
1825,1,1961,55,0,0,0,0,6.0
1826,1,1975,41,0,0,0,0,6.0
1827,0,1987,29,1,9,6,3,13.0
1828,1,1975,41,0,0,0,0,6.0
1829,1,1967,49,0,0,0,4,99.0
1830,1,1948,68,0,0,0,4,99.0
1831,0,1968.0,48.0,0,0,0,4,99.0
1832,1,1956,60,0,0,0,4,99.0
1833,1,1982,34,0,0,0,4,99.0
1834,1,1978,38,1,8,6,2,11.0
1835,1,1968.0,48.0,0,0,0,4,99.0
1836,1,1964,52,0,0,0,2,11.0
1837,1,1969,47,1,10,1,4,99.0
1838,1,1969,47,1,8,6,2,11.0
1839,1,1978,38,0,0,0,0,6.0
1840,1,1968,48,0,0,0,0,6.0
1841,1,1972,44,0,0,0,4,99.0
1842,1,1972,44,1,1,2,0,6.0
1843,1,1943,73,0,0,0,4,99.0
1844,1,1975,41,0,0,0,4,99.0
1845,1,1980,36,1,1,13,0,6.0
1846,1,1962,54,0,0,0,4,99.0
1847,1,1969,47,0,0,0,4,99.0
1848,1,1979,37,1,1,2,0,6.0
1849,1,1978,38,1,1,2,0,6.0
1850,1,1979,37,0,0,0,0,6.0
1851,1,1954,62,1,10,1,2,11.0
1852,1,1954,62,1,10,2,4,99.0
1853,0,1988,28,1,1,2,0,6.0
1854,1,1972,44,0,0,0,0,6.0
1855,0,1972,44,0,0,0,4,99.0
1856,1,1971,45,0,0,0,4,99.0
1857,1,1960,56,1,10,8,0,6.0
1858,1,1982,34,1,1,5,0,6.0
1859,1,1944,72,0,0,0,2,11.0
1860,1,1987,29,1,3,3,3,13.0
1861,1,1982,34,1,9,6,3,13.0
1862,1,1983,33,0,0,0,4,99.0
1863,1,1971,45,0,0,0,2,11.0
1864,1,1982,34,0,0,0,0,6.0
1865,1,1973,43,0,0,0,9,2.0
1866,0,1956,60,0,0,0,0,6.0
1867,1,1983,33,1,9,6,3,13.0
1868,1,1968,48,1,1,6,4,99.0
1869,1,1970,46,0,0,0,2,11.0
1870,1.0,1968.0,48.0,0,0,0,4,99.0
1871,1,1975,41,1,10,6,0,6.0
1872,1,1986,30,0,0,0,4,99.0
1873,0,1985,31,0,0,0,4,99.0
1874,1,1972,44,1,10,6,5,1.0
1875,1,1972,44,0,0,0,0,6.0
1876,1,1973,43,0,0,0,9,2.0
1877,1.0,1970,46,1,5,5,1,9.0
1878,1,1972,44,0,0,0,0,6.0
1879,1,1986,30,1,4,2,1,9.0
1880,1,1985.0,31.0,0,0,0,1,9.0
1881,1,1980,36,1,4,2,1,9.0
1882,1,1976,40,1,4,2,4,99.0
1883,1.0,1968.0,48.0,0,0,0,4,99.0
1884,1,1965.0,51.0,0,0,0,2,11.0
1885,0,1959,57,1,3,8,5,1.0
1886,1,1958,58,1,23,5,5,1.0
1887,1,1981,35,0,0,0,4,99.0
1888,1,1975,41,0,0,0,0,6.0
1889,1,1964,52,0,0,0,5,1.0
1890,1,1966,50,0,0,0,4,99.0
1891,1,1984,32,0,0,0,0,6.0
1892,1,1946,70,0,0,0,2,11.0
1893,0,1951,65,1,39,8,0,6.0
1894,1,1963,53,0,0,0,9,2.0
1895,1,1959,57,1,1,1,0,6.0
1896,1,1943,73,1,4,2,9,2.0
1897,1,1963,53,1,10,23,2,11.0
1898,1.0,1971,45,0,0,0,9,2.0
1899,1.0,1960,56,1,37,2,10,33.0
1900,1,1964,52,1,4,6,2,11.0
1901,1,1970,46,1,4,6,2,11.0
1902,1,1976,40,0,0,0,4,99.0
1903,1,1981,35,1,10,1,0,6.0
1904,1,1973,43,1,1,1,0,6.0
1905,1.0,1979,37,0,0,0,0,6.0
1906,1,1978,38,1,8,1,4,99.0
1907,1,1971,45,1,8,1,4,99.0
1908,1,1951,65,0,0,0,0,6.0
1909,1,1986,30,0,0,0,7,4.0
1910,1,1977,39,0,0,0,0,6.0
1911,1,1959,57,0,0,0,0,6.0
1912,1,1960,56,0,0,0,0,6.0
1913,1,1979,37,0,0,0,4,99.0
1914,1,1973.0,43.0,1,8,2,2,11.0
1915,1,1974,42,1,10,1,4,99.0
1916,1,1968,48,1,10,2,0,6.0
1917,1,1983,33,1,9,6,3,13.0
1918,1,1965,51,1,29,43,2,11.0
1919,1,1978,38,1,1,5,0,6.0
1920,1,1962,54,0,0,0,4,99.0
1921,1,1964,52,1,1,5,0,6.0
1922,1,1986,30,0,0,0,0,6.0
1923,1,1966,50,1,29,8,0,6.0
1924,1,1975,41,0,0,0,4,99.0
1925,1,1982,34,1,1,2,2,11.0
1926,1,1982,34,1,8,2,0,6.0
1927,1,1973,43,0,0,0,2,11.0
1928,1,1964,52,0,0,0,5,1.0
1929,1,1988,28,0,0,0,3,13.0
1930,1,1981,35,1,9,6,3,13.0
1931,1,1968.0,48.0,0,0,0,4,99.0
1932,1,1976,40,0,0,0,4,99.0
1933,1,1977,39,1,8,2,7,4.0
1934,1,1978,38,1,8,1,4,99.0
1935,1.0,1977,39,0,0,0,4,99.0
1936,1,1982,34,1,5,4,1,9.0
1937,1,1968.0,48.0,0,0,0,4,99.0
1938,1,1980,36,1,10,2,7,4.0
1939,1,1977,39,0,0,0,2,11.0
1940,1,1987,29,0,0,0,4,99.0
1941,1,1968.0,48.0,0,0,0,4,99.0
1942,1,1976,40,1,5,2,0,6.0
1943,1,1967,49,1,28,8,5,1.0
1944,1,1969,47,1,8,2,5,1.0
1945,1,1968,48,0,0,0,4,99.0
1946,1,1965,51,1,27,8,5,1.0
1947,0,1975,41,0,0,0,5,1.0
1948,1,1948,68,0,0,0,5,1.0
1949,0,1958,58,0,0,0,5,1.0
1950,1,1983,33,0,0,0,0,6.0
1951,1,1980,36,0,0,0,4,99.0
1952,1,1980,36,0,0,0,0,6.0
1953,1,1977,39,0,0,0,4,99.0
1954,1.0,1959,57,1,23,8,5,1.0
1955,1,1961,55,1,10,2,0,6.0
1956,1,1978,38,1,1,5,0,6.0
1957,1,1969,47,1,1,8,0,6.0
1958,1,1970,46,1,3,10,4,99.0
1959,1,1975,41,1,5,2,0,6.0
1960,1,1958,58,0,0,0,4,99.0
1961,1.0,1976,40,1,4,3,0,6.0
1962,1,1982,34,0,0,0,0,6.0
1963,1,1979,37,0,0,0,4,99.0
1964,1,1962,54,0,0,0,0,6.0
1965,1,1968.0,48.0,0,0,0,4,99.0
1966,1,1977,39,1,10,1,0,6.0
1967,1.0,1976,40,0,0,0,0,6.0
1968,1,1984,32,1,8,1,3,13.0
1969,1,1976,40,0,0,0,4,99.0
1970,1,1952,64,0,0,0,4,99.0
1971,1,1975,41,0,0,0,0,6.0
1972,1,1972,44,0,0,0,0,6.0
1973,1,1971,45,0,0,0,0,6.0
1974,1,1962,54,0,0,0,4,99.0
1975,1,1958,58,0,0,0,4,99.0
1976,0,1960,56,0,0,0,4,99.0
1977,1,1970.0,46.0,1,1,1,4,99.0
1978,1,1981,35,1,4,2,0,6.0
1979,1,1969,47,0,0,0,4,99.0
1980,0,1970,46,0,0,0,0,6.0
1981,1,1960,56,0,0,0,0,6.0
1982,1,1972,44,1,5,1,10,36.0
1983,1,1985,31,1,9,6,3,13.0
1984,1,1980,36,1,9,6,3,13.0
1985,1,1979,37,1,9,6,3,13.0
1986,0,1984,32,1,10,2,4,99.0
1987,1.0,1955,61,0,0,0,0,6.0
1988,1,1981,35,1,1,1,4,99.0
1989,1,1965.0,51.0,0,0,0,2,11.0
1990,1,1982,34,1,3,10,4,99.0
1991,1,1983,33,1,9,6,3,13.0
1992,1,1968.0,48.0,0,0,0,4,99.0
1993,1,1961,55,0,0,0,0,6.0
1994,1,1973,43,1,2,2,2,11.0
1995,1,1960,56,0,0,0,0,6.0
1996,1,1960,56,0,0,0,9,2.0
1997,1,1983,33,0,0,0,0,6.0
1998,1,1978,38,0,0,0,3,13.0
1999,1,1973,43,0,0,0,0,6.0
2000,1,1977,39,0,0,0,0,6.0
2001,1,1981,35,1,1,1,4,99.0
2002,1,1973,43,1,20,2,2,11.0
2003,0,1979,37,0,0,0,4,99.0
2004,1,1972,44,1,5,3,0,6.0
2005,1,1978,38,1,1,1,0,6.0
2006,1,1978,38,0,0,0,3,13.0
2007,1,1951,65,1,9,3,2,11.0
2008,1,1968.0,48.0,0,0,0,4,99.0
2009,1,1973,43,1,10,23,7,4.0
2010,0,1976,40,0,0,0,4,99.0
2011,1,1966,50,1,6,2,0,6.0
2012,1,1974,42,1,10,6,2,11.0
2013,1.0,1968.0,48.0,0,0,0,4,99.0
2014,1,1958,58,1,10,44,5,1.0
2015,1,1942,74,1,6,5,5,1.0
2016,1,1976,40,1,2,5,5,1.0
2017,1.0,1970.0,46.0,1,2,5,5,1.0
2018,1,1970,46,1,2,5,5,1.0
2019,1.0,1962,54,1,23,8,5,1.0
2020,1,1982,34,1,2,5,5,1.0
2021,1,1967,49,0,0,0,5,1.0
2022,1,1940,76,1,2,5,5,1.0
2023,1.0,1988,28,1,8,12,4,99.0
2024,0,1966,50,1,2,5,5,1.0
2025,0,1983,33,1,2,5,5,1.0
2026,0,1990,26,1,2,5,5,1.0
2027,1,1964,52,1,2,5,5,1.0
2028,1,1978,38,1,2,5,5,1.0
2029,1,1968,48,0,0,0,7,4.0
2030,1,1978,38,0,0,0,0,6.0
2031,1,1977,39,1,8,2,4,99.0
2032,1,1943,73,1,1,2,0,6.0
2033,1,1967,49,1,34,7,0,6.0
2034,0,1966,50,0,0,0,4,99.0
2035,1.0,1975,41,0,0,0,7,4.0
2036,1,1981,35,0,0,0,4,99.0
2037,1,1969,47,0,0,0,2,11.0
2038,1,1975,41,0,0,0,4,99.0
2039,1,1977,39,1,1,1,0,6.0
2040,1,1982,34,0,0,0,4,99.0
2041,1,1981,35,1,9,6,3,13.0
2042,1,1987,29,0,0,0,4,99.0
2043,1,1959,57,0,0,0,4,99.0
2044,1,1969,47,0,0,0,4,99.0
2045,1,1950,66,0,0,0,0,6.0
2046,1,1970,46,0,0,0,4,99.0
2047,1,1962,54,0,0,0,4,99.0
2048,1.0,1963,53,0,0,0,0,6.0
2049,1,1978,38,0,0,0,4,99.0
2050,1,1982,34,1,8,2,0,6.0
2051,1,1957,59,1,6,2,0,6.0
2052,1,1982,34,0,0,0,0,6.0
2053,1,1969,47,0,0,0,0,6.0
2054,1,1954,62,0,0,0,0,6.0
2055,1,1964,52,1,5,1,0,6.0
2056,1,1982,34,0,0,0,0,6.0
2057,1,1976,40,0,0,0,0,6.0
2058,1,1970,46,1,9,7,3,13.0
2059,1,1947,69,1,8,8,0,6.0
2060,0,1986,30,1,9,6,3,13.0
2061,1,1975,41,0,0,0,0,6.0
2062,1,1976,40,0,0,0,4,99.0
2063,1,1977,39,0,0,0,0,6.0
2064,1.0,1966,50,0,0,0,4,99.0
2065,1,1978,38,0,0,0,0,6.0
2066,1,1951,65,1,11,1,2,11.0
2067,1,1977,39,0,0,0,2,11.0
2068,1.0,1970,46,0,0,0,2,11.0
2069,1,1973.0,43.0,1,1,7,0,6.0
2070,1,1982,34,1,9,6,3,13.0
2071,0,1966,50,0,0,0,4,99.0
2072,1,1980,36,1,5,1,0,6.0
2073,1,1981,35,1,1,1,0,6.0
2074,1,1943,73,0,0,0,4,99.0
2075,1,1960,56,0,0,0,2,11.0
2076,0,1970,46,0,0,0,0,6.0
2077,1,1982,34,0,0,0,0,6.0
2078,0,1960,56,0,0,0,9,2.0
2079,1,1957,59,0,0,0,0,6.0
2080,1,1961,55,0,0,0,4,99.0
2081,1,1981,35,0,0,0,0,6.0
2082,1,1968.0,48.0,0,0,0,4,99.0
2083,1,1982,34,0,0,0,0,6.0
2084,1,1982,34,0,0,0,0,6.0
2085,1,1984,32,1,8,1,3,13.0
2086,1,1973,43,0,0,0,0,6.0
2087,1,1985,31,1,8,3,4,99.0
2088,1,1983,33,0,0,0,7,4.0
2089,1,1978,38,1,1,5,0,6.0
2090,1,1962,54,1,10,25,5,1.0
2091,1,1979,37,0,0,0,4,99.0
2092,1.0,1985,31,0,0,0,4,99.0
2093,0,1968,48,1,1,1,2,11.0
2094,1,1966,50,1,10,45,4,99.0
2095,1,1974,42,0,0,0,0,6.0
2096,1,1973,43,0,0,0,2,11.0
2097,1,1964,52,0,0,0,0,6.0
2098,1,1957,59,0,0,0,4,99.0
2099,1.0,1965,51,0,0,0,0,6.0
2100,0,1969,47,0,0,0,5,1.0
2101,1,1979,37,0,0,0,0,6.0
2102,1,1970,46,1,8,6,4,99.0
2103,1,1961,55,1,3,8,5,1.0
2104,1,1967,49,0,0,0,4,99.0
2105,1,1966,50,1,10,46,5,1.0
2106,1,1985,31,0,0,0,4,99.0
2107,1,1970.0,46.0,1,1,2,4,99.0
2108,1,1978,38,0,0,0,4,99.0
2109,0,1983,33,0,0,0,0,6.0
2110,1,1962,54,0,0,0,0,6.0
2111,1,1975,41,1,10,7,2,11.0
2112,1.0,1977,39,0,0,0,0,6.0
2113,1,1952,64,1,10,7,0,6.0
2114,1,1983,33,0,0,0,4,99.0
2115,1.0,1956,60,0,0,0,1,9.0
2116,1,1964,52,1,3,3,5,1.0
2117,0,1962,54,0,0,0,4,99.0
2118,0,1955,61,0,0,0,4,99.0
2119,1,1987,29,1,8,1,3,13.0
2120,1,1969,47,0,0,0,0,6.0
2121,1,1975,41,0,0,0,5,1.0
2122,1,1962,54,0,0,0,4,99.0
2123,1,1978,38,1,5,4,1,9.0
2124,1,1977,39,0,0,0,4,99.0
2125,1,1970,46,1,5,2,0,6.0
2126,1,1946,70,1,8,1,8,3.0
2127,1,1968.0,48.0,0,0,0,4,99.0
2128,0,1973,43,0,0,0,9,2.0
2129,1,1973,43,0,0,0,4,99.0
2130,1,1962,54,1,8,19,0,6.0
2131,1,1968,48,1,1,1,4,99.0
2132,1,1966,50,0,0,0,0,6.0
2133,1,1971.0,45.0,1,8,1,4,99.0
2134,1,1971.0,45.0,1,8,1,4,99.0
2135,1,1969,47,0,0,0,4,99.0
2136,1,1976,40,1,8,2,5,1.0
2137,1,1985,31,0,0,0,4,99.0
2138,1,1963,53,1,40,1,10,38.0
2139,0,1963,53,2,41,47,2,11.0
