From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1121,827,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,881,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,895,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1031,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1124,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1200,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1233,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1237,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1314,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1339,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1375,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1439,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1442,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1459,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1464,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1465,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1491,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1499,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1513,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1516,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1517,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1531,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1637,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1640,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1648,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1661,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1747,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1775,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1776,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1812,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1826,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1860,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1866,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1916,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1929,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1982,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1983,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1984,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,1990,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,2040,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,2059,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,2069,Co-Offenders,"Prostitution, Extortion, Cocaine, Marihuana",G184,G184
1121,469,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,470,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,471,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,472,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,473,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,962,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,1073,Co-Offenders,"street level trafficking, prostitution, extortion",G184,G184
1121,120,Formal Criminal Organization,,G184,G184
1121,144,Formal Criminal Organization,,G184,G184
1121,192,Formal Criminal Organization,,G184,G184
1121,193,Formal Criminal Organization,,G184,G184
1121,196,Formal Criminal Organization,,G184,G184
1121,198,Formal Criminal Organization,,G184,G184
1121,199,Formal Criminal Organization,,G184,G184
1121,204,Formal Criminal Organization,,G184,G184
1121,225,Formal Criminal Organization,,G184,G184
1121,241,Formal Criminal Organization,,G184,G184
1121,268,Formal Criminal Organization,,G184,G184
1121,369,Formal Criminal Organization,,G184,G184
1121,430,Formal Criminal Organization,,G184,G184
1121,469,Formal Criminal Organization,,G184,G184
1121,470,Formal Criminal Organization,,G184,G184
1121,471,Formal Criminal Organization,,G184,G184
1121,472,Formal Criminal Organization,,G184,G184
1121,473,Formal Criminal Organization,,G184,G184
1121,581,Formal Criminal Organization,,G184,G184
1121,596,Formal Criminal Organization,,G184,G184
1121,625,Formal Criminal Organization,,G184,G184
1121,630,Formal Criminal Organization,,G184,G184
1121,653,Formal Criminal Organization,,G184,G184
1121,656,Formal Criminal Organization,,G184,G184
1121,659,Formal Criminal Organization,,G184,G184
1121,757,Formal Criminal Organization,,G184,G184
1121,769,Formal Criminal Organization,,G184,G184
1121,804,Formal Criminal Organization,,G184,G184
1121,827,Formal Criminal Organization,,G184,G184
1121,881,Formal Criminal Organization,,G184,G184
1121,895,Formal Criminal Organization,,G184,G184
1121,962,Formal Criminal Organization,,G184,G184
1121,1031,Formal Criminal Organization,,G184,G184
1121,1073,Formal Criminal Organization,,G184,G184
1121,1124,Formal Criminal Organization,,G184,G184
1121,1200,Formal Criminal Organization,,G184,G184
1121,1233,Formal Criminal Organization,,G184,G184
1121,1237,Formal Criminal Organization,,G184,G184
1121,1314,Formal Criminal Organization,,G184,G184
1121,1339,Formal Criminal Organization,,G184,G184
1121,1375,Formal Criminal Organization,,G184,G184
1121,1439,Formal Criminal Organization,,G184,G184
1121,1442,Formal Criminal Organization,,G184,G184
1121,1459,Formal Criminal Organization,,G184,G184
1121,1464,Formal Criminal Organization,,G184,G184
1121,1465,Formal Criminal Organization,,G184,G184
1121,1491,Formal Criminal Organization,,G184,G184
1121,1499,Formal Criminal Organization,,G184,G184
1121,1513,Formal Criminal Organization,,G184,G184
1121,1516,Formal Criminal Organization,,G184,G184
1121,1517,Formal Criminal Organization,,G184,G184
1121,1531,Formal Criminal Organization,,G184,G184
1121,1637,Formal Criminal Organization,,G184,G184
1121,1640,Formal Criminal Organization,,G184,G184
1121,1648,Formal Criminal Organization,,G184,G184
1121,1661,Formal Criminal Organization,,G184,G184
1121,1747,Formal Criminal Organization,,G184,G184
1121,1775,Formal Criminal Organization,,G184,G184
1121,1776,Formal Criminal Organization,,G184,G184
1121,1812,Formal Criminal Organization,,G184,G184
1121,1826,Formal Criminal Organization,,G184,G184
1121,1860,Formal Criminal Organization,,G184,G184
1121,1866,Formal Criminal Organization,,G184,G184
1121,1916,Formal Criminal Organization,,G184,G184
1121,1929,Formal Criminal Organization,,G184,G184
1121,1982,Formal Criminal Organization,,G184,G184
1121,1983,Formal Criminal Organization,,G184,G184
1121,1984,Formal Criminal Organization,,G184,G184
1121,1990,Formal Criminal Organization,,G184,G184
1121,2040,Formal Criminal Organization,,G184,G184
1121,2059,Formal Criminal Organization,,G184,G184
1121,2069,Formal Criminal Organization,,G184,G184
1123,1196,Co-Offenders,Opium,G170,NONE
1127,1830,Legitimate,president/ employee,G14,NONE
1133,477,Legitimate,Associate,G83,NONE
1133,570,Legitimate,Associate,G83,NONE
1133,1239,Legitimate,Associate,G83,NONE
1133,1867,Co-Offenders,Same Cell,G83,NONE
1133,1121,Legitimate,Associate,G83,G184
1133,727,Legitimate,Associate,G83,"G23, G39, G41, G66, G89"
1133,405,Legitimate,principal associate,G83,G83
1133,173,Co-Offenders,Same Cell,G83,G83
1133,274,Co-Offenders,Same Cell,G83,G83
1133,405,Co-Offenders,cocaine activities,G83,G83
1133,406,Co-Offenders,Same Cell,G83,G83
1133,417,Co-Offenders,Same Cell,G83,G83
1133,425,Co-Offenders,Same Cell,G83,G83
1133,433,Co-Offenders,Same Cell,G83,G83
1133,816,Co-Offenders,Same Cell,G83,G83
1133,1013,Co-Offenders,Same Cell,G83,G83
1133,1226,Co-Offenders,Same Cell,G83,G83
1133,1430,Co-Offenders,Same Cell,G83,G83
1133,1611,Co-Offenders,Same Cell,G83,G83
1133,1838,Co-Offenders,Same Cell,G83,G83
1133,1877,Co-Offenders,Same Cell,G83,G83
1133,1994,Co-Offenders,Same Cell,G83,G83
1140,998,Co-Offenders,guns,NONE,G56
1143,49,Formal Criminal Organization,,G31,NONE
1143,49,Legitimate,longshoreman,G31,NONE
1143,464,Formal Criminal Organization,Ch5,G31,NONE
1143,464,Legitimate,longshoreman,G31,NONE
1143,705,Legitimate,,G31,NONE
1143,1154,Legitimate,,G31,NONE
1143,437,Legitimate,observed together,G31,G31
1143,1755,Legitimate,,G31,G31
1143,1835,Legitimate,,G31,G31
1143,437,Formal Criminal Organization,Ch5,G31,G31
1143,1682,Formal Criminal Organization,Ch5,G31,G31
1143,1755,Formal Criminal Organization,Ch5,G31,G31
1143,1835,Formal Criminal Organization,Ch5,G31,G31
1143,1682,Legitimate,,G31,G31
1143,167,Legitimate,associate,G31,G50
1144,1363,Legitimate,Associate,"G74, G84",NONE
1144,1794,Legitimate,Associate,"G74, G84",NONE
1144,2000,Co-Offenders,bt sell cocaine,"G74, G84",NONE
1144,2000,Formal Criminal Organization,,"G74, G84",NONE
1144,797,Formal Criminal Organization,btb a shooting between the two,"G74, G84","G11, G19, G21"
1144,2001,Legitimate,associate,"G74, G84",G3
1144,75,Co-Offenders,bt have traded a large grow operation,"G74, G84","G47, G82"
1144,572,Co-Offenders,Same Cell,"G74, G84","G47, G84"
1144,1060,Co-Offenders,Same Cell,"G74, G84","G47, G84"
1144,1361,Legitimate,Associate,"G74, G84",G73
1144,1362,Legitimate,Associate,"G74, G84",G73
1144,1362,Formal Criminal Organization,,"G74, G84",G73
1144,163,Co-Offenders,Same Cell,"G74, G84",G74
1144,163,Formal Criminal Organization,,"G74, G84",G74
1144,928,Legitimate,Associate,"G74, G84",G76
1144,928,Formal Criminal Organization,,"G74, G84",G76
1144,59,Co-Offenders,Same Cell,"G74, G84",G84
1144,745,Co-Offenders,Same Cell,"G74, G84",G84
1144,746,Co-Offenders,Same Cell,"G74, G84",G84
1144,801,Co-Offenders,bt sell cocaine,"G74, G84",G84
1144,944,Co-Offenders,Same Cell,"G74, G84",G84
1144,988,Co-Offenders,Same Cell,"G74, G84",G84
1144,1217,Co-Offenders,Same Cell,"G74, G84",G84
1144,1619,Co-Offenders,Same Cell,"G74, G84",G84
1144,1668,Co-Offenders,Same Cell,"G74, G84",G84
1144,1741,Co-Offenders,Same Cell,"G74, G84",G84
1144,1741,Legitimate,bt have formerly  financed 1792 company,"G74, G84",G84
1144,59,Formal Criminal Organization,,"G74, G84",G84
1144,746,Formal Criminal Organization,bt have beaten,"G74, G84",G84
1144,1741,Formal Criminal Organization,bt have assualted,"G74, G84",G84
1153,1098,Legitimate,associate,G1,G148
1153,1098,Co-Offenders,btb laundering money,G1,G148
1159,725,Co-Offenders,cocaine,G85,G85
1159,1158,Co-Offenders,btb involved in cocaine,G85,G85
1165,1220,Legitimate,associate,G63,NONE
1165,1220,Co-Offenders,bt have supplied them with cocaine,G63,NONE
1165,2043,Legitimate,associate,G63,NONE
1165,1993,Legitimate,btb partnered for an event,G63,G33
1165,281,Co-Offenders,bt sell drugs,G63,G63
1165,366,Co-Offenders,bt sell drugs,G63,G63
1165,638,Co-Offenders,bt sell drugs,G63,G63
1165,666,Co-Offenders,bt sell drugs,G63,G63
1165,906,Co-Offenders,bt sell drugs,G63,G63
1165,507,Co-Offenders,cocaine,G63,G63
1165,211,Co-Offenders,Same Cell,G63,G63
1165,353,Co-Offenders,Same Cell,G63,G63
1165,724,Co-Offenders,Same Cell,G63,G63
1165,764,Co-Offenders,Same Cell,G63,G63
1165,939,Co-Offenders,Same Cell,G63,G63
1165,1284,Co-Offenders,Same Cell,G63,G63
1165,211,Formal Criminal Organization,,G63,G63
1165,281,Formal Criminal Organization,,G63,G63
1165,353,Formal Criminal Organization,,G63,G63
1165,366,Formal Criminal Organization,,G63,G63
1165,507,Formal Criminal Organization,,G63,G63
1165,638,Formal Criminal Organization,,G63,G63
1165,666,Formal Criminal Organization,,G63,G63
1165,724,Formal Criminal Organization,,G63,G63
1165,764,Formal Criminal Organization,,G63,G63
1165,906,Formal Criminal Organization,,G63,G63
1165,939,Formal Criminal Organization,,G63,G63
1165,1284,Formal Criminal Organization,,G63,G63
1165,180,Co-Offenders,bt sell drugs,G63,"G63, G89"
1165,180,Formal Criminal Organization,,G63,"G63, G89"
1166,1341,Legitimate,Lived in apartment,G178,G178
1166,882,Co-Offenders,Drugs,G178,G178
1166,1341,Co-Offenders,Cocaine,G178,G178
1172,540,Co-Offenders,Dial-a-dope operation,NONE,NONE
1172,1092,Formal Criminal Organization,Suspected murder,NONE,NONE
1172,1171,Co-Offenders,Dial-a-dope operation,NONE,NONE
1172,1385,Legitimate,btb associate,NONE,NONE
1172,1204,Co-Offenders,Dial-a-dope operation,NONE,G40
1176,500,Legitimate,Associates,"G179, G186",NONE
1176,84,Formal Criminal Organization,SOI: murder,"G179, G186",G119
1176,955,Legitimate,Associates,"G179, G186",G133
1176,307,Legitimate,Associates,"G179, G186",G186
1176,1717,Legitimate,Associates,"G179, G186",G186
1180,1179,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1181,466,Co-Offenders,btb funding telemarketing frauds,G163,NONE
1181,1770,Co-Offenders,real estate btb bought for grow-ops & money laundering,G163,NONE
1181,1770,Legitimate,btb purchasing reality,G163,NONE
1181,958,Co-Offenders,"thefts, drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1181,1179,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1181,1180,Co-Offenders,"Drugs, weapons,  frauds, money laundering, attempted murder",G163,G163
1181,958,Legitimate,linked to same property in West Vancouver,G163,G163
1194,591,Legitimate,,"G10, G26, G90",G26
1194,1192,Co-Offenders,marihuana/ cocaine,"G10, G26, G90","G26, G90"
1194,1193,Co-Offenders,same cell,"G10, G26, G90","G26, G90"
1194,1193,Formal Criminal Organization,Ch6,"G10, G26, G90","G26, G90"
1194,781,Co-Offenders,marihauna,"G10, G26, G90","G60, G90, G107"
1195,1840,Legitimate,associate & friend,G86,NONE
1195,242,Legitimate,Associate,G86,G32
1195,242,Formal Criminal Organization,,G86,G32
1195,100,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
1195,154,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
1195,421,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
1195,1446,Co-Offenders,murder,G86,G86
1195,1540,Co-Offenders,murder,G86,G86
1195,1606,Co-Offenders,murder,G86,G86
1195,1798,Co-Offenders,murder,G86,G86
1195,2068,Co-Offenders,"cocaine/ marihuana trafficking, etc.",G86,G86
1195,100,Formal Criminal Organization,,G86,G86
1195,154,Formal Criminal Organization,,G86,G86
1195,421,Formal Criminal Organization,,G86,G86
1195,1446,Formal Criminal Organization,,G86,G86
1195,1540,Formal Criminal Organization,,G86,G86
1195,1606,Formal Criminal Organization,,G86,G86
1195,1798,Formal Criminal Organization,,G86,G86
1195,2068,Formal Criminal Organization,,G86,G86
1201,107,Legitimate,Associate,NONE,NONE
1203,1198,Co-Offenders,arrested for  possession of stolen property,G55,G55
1218,1461,Co-Offenders,Cocaine,G177,G177
1218,1462,Co-Offenders,Cocaine,G177,G177
1218,1620,Co-Offenders,Cocaine,G177,G177
1220,563,Legitimate,friend,NONE,"G62, G66"
1220,563,Co-Offenders,btb former drug supplier,NONE,"G62, G66"
1221,254,Co-Offenders,bt supply cocaine,G89,G89
1221,1268,Co-Offenders,selling drugs,G89,G89
1221,254,Formal Criminal Organization,,G89,G89
1221,1268,Formal Criminal Organization,,G89,G89
1221,254,Legitimate,worked for flower shop,G89,G89
1224,1331,Co-Offenders,Illegal Gaming,NONE,NONE
1224,1331,Legitimate,Silent Partner,NONE,NONE
1224,2137,Legitimate,Associate,NONE,"G8, G29, G72"
1232,907,Legitimate,Associate,G87,NONE
1232,858,Co-Offenders,Same Cell,G87,G87
1232,917,Co-Offenders,Same Cell,G87,G87
1232,1970,Co-Offenders,Same Cell,G87,G87
1232,1971,Co-Offenders,Same Cell,G87,G87
1232,2051,Co-Offenders,Same Cell,G87,G87
1232,1970,Legitimate,btb involved in telemarketing,G87,G87
1236,215,Legitimate,Associate,G88,NONE
1236,215,Co-Offenders,marihuana broker,G88,NONE
1236,1749,Legitimate,Associate,G88,NONE
1236,1749,Co-Offenders,provided a secure Blackberry network to evade police interception,G88,NONE
1236,688,Legitimate,Associate,G88,"G1, G3"
1236,688,Co-Offenders,had marihuana grow op partnership plan,G88,"G1, G3"
1236,399,Legitimate,Associate,G88,G168
1236,1144,Legitimate,Associate,G88,"G74, G84"
1236,1074,Co-Offenders,"brokering marihuana, cocaine and ephedrine",G88,G88
1236,1797,Co-Offenders,Same Cell,G88,G88
1241,636,Co-Offenders,ran crack houses,G89,G89
1241,636,Formal Criminal Organization,,G89,G89
1244,1851,Co-Offenders,btb conducting drug imports,G42,NONE
1244,1851,Legitimate,attended school & worked together,G42,NONE
1244,262,Co-Offenders,btb conducting drug imports,G42,G70
1244,262,Legitimate,attended school & worked together,G42,G70
1249,424,Co-Offenders,text messages re drugs,"G47, G81",G47
1249,424,Legitimate,,"G47, G81",G47
1249,455,Legitimate,,"G47, G81",G47
1250,176,Legitimate,employs 1288,NONE,NONE
1266,738,Co-Offenders,Illegally crossed border,G176,G176
1267,844,Co-Offenders,works with 871,G137,G136
1285,1216,Co-Offenders,arrested marihuana,G17,G17
1287,1258,Co-Offenders,same cell,"G13, G15, G34",G13
1287,1896,Co-Offenders,btb supplying marihuana,"G13, G15, G34",G13
1287,1896,Formal Criminal Organization,,"G13, G15, G34",G13
1287,569,Legitimate,btb owner of helicopter flown 592,"G13, G15, G34",G13
1287,2011,Co-Offenders,btb marihuana supplier,"G13, G15, G34","G13, G14"
1287,2011,Formal Criminal Organization,,"G13, G15, G34","G13, G14"
1287,2011,Legitimate,co-own a house & a helicopter,"G13, G15, G34","G13, G14"
1287,67,Co-Offenders,btb supplying cocaine,"G13, G15, G34","G13, G15, G16"
1287,67,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G15, G16"
1287,67,Legitimate,co-own a house & a helicopter,"G13, G15, G34","G13, G15, G16"
1287,1665,Co-Offenders,"marihuana, cocaine,   money laundering,  loan sharking.","G13, G15, G34","G13, G34"
1287,997,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G34"
1287,1665,Formal Criminal Organization,Ch3,"G13, G15, G34","G13, G34"
1287,997,Legitimate,worked,"G13, G15, G34","G13, G34"
1287,1665,Legitimate,worked,"G13, G15, G34","G13, G34"
1287,68,Co-Offenders,btb supplying cocaine,"G13, G15, G34",G15
1287,68,Formal Criminal Organization,Ch3,"G13, G15, G34",G15
1302,1290,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1291,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1292,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1293,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1294,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1295,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1296,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1297,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1298,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1299,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1300,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1301,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1303,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1304,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1302,1878,Co-Offenders,"robbery, kidnapping, assault, attempt murder, theft, drugs & fraud",G171,G171
1307,371,Co-Offenders,btb working for 1348,G136,G136
1312,1746,Legitimate,bt co-own company,"G23, G41, G66, G89","G23, G30, G43"
1312,791,Legitimate,drove 818's vehicle,"G23, G41, G66, G89",G25
1312,507,Co-Offenders,bt have made a deal to allow the group to sell cocaine,"G23, G41, G66, G89",G63
1312,180,Co-Offenders,poly-drug sales,"G23, G41, G66, G89","G63, G89"
1312,73,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,133,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,159,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,238,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,395,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,871,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1059,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1118,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1221,Co-Offenders,btb supplying marihuana & cocaine,"G23, G41, G66, G89",G89
1312,1240,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1241,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1251,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1504,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1659,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1677,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1742,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1748,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1813,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1857,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1918,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,1920,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,2088,Co-Offenders,poly-drug sales,"G23, G41, G66, G89",G89
1312,73,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,133,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,159,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,238,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,395,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,871,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1059,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1118,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1221,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1240,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1241,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1251,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1504,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1659,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1677,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1742,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1748,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1813,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1857,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1918,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1920,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,2088,Formal Criminal Organization,,"G23, G41, G66, G89",G89
1312,1955,Co-Offenders,poly-drug sales,"G23, G41, G66, G89","G89, G111"
1312,1955,Formal Criminal Organization,,"G23, G41, G66, G89","G89, G111"
1316,1317,Formal Criminal Organization,,NONE,NONE
1326,1194,Co-Offenders,btb formerly involved in cocaine trafficking; extortion & drug debt,G90,"G10, G26, G90"
1326,1192,Co-Offenders,btb formerly involved in cocaine trafficking; extortion & drug debt,G90,"G26, G90"
1326,1193,Co-Offenders,btb formerly involved in cocaine trafficking,G90,"G26, G90"
1326,1192,Legitimate,purchased property from 1227,G90,"G26, G90"
1326,1467,Legitimate,former associate,G90,"G38, G90"
1326,1898,Legitimate,associate,G90,"G40, G90"
1326,1898,Co-Offenders,btb involved in extortion & drug debt,G90,"G40, G90"
1326,781,Co-Offenders,btb cocaine importation & marihuana exportation,G90,"G60, G90, G107"
1326,234,Legitimate,former associate,G90,G90
1326,1191,Legitimate,associate,G90,G90
1326,210,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,578,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,849,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1088,Co-Offenders,btb formerly involved in cocaine trafficking,G90,G90
1326,1089,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1191,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1234,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1281,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1325,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1656,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,1870,Co-Offenders,btb cocaine importation & marihuana exportation,G90,G90
1326,210,Legitimate,former co-directors,G90,G90
1326,849,Legitimate,co-own 2 industrial,G90,G90
1326,1088,Legitimate,used to purchase property together,G90,G90
1326,1325,Legitimate,co-own a residential property,G90,G90
1329,1498,Co-Offenders,btb marihuana,NONE,G58
1330,230,Legitimate,director,NONE,NONE
1330,1497,Legitimate,director,NONE,NONE
1331,230,Legitimate,director,NONE,NONE
1331,1330,Legitimate,director of 2 companies,NONE,NONE
1331,1497,Legitimate,director,NONE,NONE
1333,866,Legitimate,Associate,G91,NONE
1333,923,Legitimate,Associate,G91,NONE
1333,1219,Legitimate,Associate,G91,NONE
1333,1335,Legitimate,Associate,G91,NONE
1333,1454,Legitimate,Associate,G91,NONE
1333,1999,Legitimate,Associate,G91,G74
1333,2098,Co-Offenders,telemarketing schemes.,G91,G91
1336,1694,Co-Offenders,bt run drug line ,NONE,NONE
1336,2030,Co-Offenders,bt run drug line,NONE,NONE
1341,882,Co-Offenders,Drugs,G178,G178
1344,1345,Legitimate,director/officer,NONE,NONE
1351,1348,Co-Offenders,Same Cell,G110,G110
1351,1352,Co-Offenders,Same Cell,G110,G110
1351,1348,Formal Criminal Organization,,G110,G110
1351,1352,Formal Criminal Organization,,G110,G110
1354,1780,Co-Offenders,Bank Fraud,G174,NONE
1354,562,Co-Offenders,Drugs,G174,G172
1354,40,Co-Offenders,"Telemarketing fraud, Bank fraud",G174,G174
1354,794,Co-Offenders,"Drugs, money laundering",G174,G175
1358,755,Co-Offenders,btb meeting regularly re. drug trade,G66,G35
